time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.811937,-0.1656,1.0459,0.6029,1.219
0.817256,-0.1330,1.0557,0.5501,1.198
0.822520,-0.1168,1.0715,0.5527,1.211
0.826708,-0.1912,0.9360,0.4483,1.055
0.831613,-0.1931,0.9099,0.4210,1.021
0.837417,-0.1614,0.9116,0.3702,0.997
0.842198,-0.1460,1.0434,0.2412,1.081
0.846967,-0.0919,1.1640,0.1227,1.174
0.851958,0.0192,1.2923,0.0050,1.292
0.856616,0.0677,1.2685,-0.1332,1.277
0.862037,0.0709,1.2027,-0.2562,1.232
0.867156,0.0772,1.0999,-0.4021,1.174
0.871769,0.1199,1.0128,-0.5351,1.152
0.877094,0.1392,0.9941,-0.6266,1.183
0.882531,0.1400,0.9887,-0.7294,1.237
0.887138,0.1172,1.0160,-0.8052,1.302
0.891821,0.0540,1.0138,-0.8591,1.330
0.897214,-0.0306,0.9946,-0.9008,1.342
0.902230,-0.0820,0.9966,-0.9207,1.359
0.907046,-0.1485,0.9511,-0.9073,1.323
0.912364,-0.1520,0.9537,-0.9013,1.321
0.917390,-0.1506,0.9543,-0.8454,1.284
0.922482,-0.1613,0.9745,-0.8498,1.303
0.927198,-0.1482,0.9880,-0.8235,1.295
0.931755,-0.1282,0.9686,-0.8335,1.284
0.937167,-0.1324,0.9189,-0.8128,1.234
0.942310,-0.1106,0.8746,-0.7974,1.189
0.947070,-0.0791,0.8461,-0.7715,1.148
0.951760,-0.0788,0.8373,-0.7532,1.129
0.957325,-0.0642,0.8457,-0.7616,1.140
0.961884,-0.0706,0.8498,-0.7703,1.149
0.967743,-0.0452,0.8375,-0.7837,1.148
0.971977,-0.0474,0.8564,-0.8091,1.179
0.977016,-0.0384,0.8396,-0.7940,1.156
0.982343,-0.0157,0.8373,-0.7600,1.131
0.987087,0.0111,0.8372,-0.7050,1.095
0.993957,-0.0083,0.8323,-0.6266,1.042
0.997333,-0.0117,0.8343,-0.6106,1.034
1.003017,-0.0254,0.8433,-0.5638,1.015
1.007253,-0.0514,0.8354,-0.5316,0.991
1.011809,-0.0844,0.8677,-0.5352,1.023
1.017433,-0.1289,0.8261,-0.5387,0.995
1.022448,-0.0969,0.8323,-0.5207,0.987
1.027360,-0.0748,0.8267,-0.5076,0.973
1.032375,-0.0487,0.8399,-0.4922,0.975
1.037039,-0.0303,0.8624,-0.4555,0.976
1.042525,-0.0051,0.8798,-0.4427,0.985
1.047256,-0.0247,0.8565,-0.4703,0.977
1.051936,-0.0361,0.8689,-0.4857,0.996
1.057355,0.0131,0.8432,-0.4344,0.949
1.062705,0.0276,0.8699,-0.4071,0.961
1.067082,0.0502,0.8392,-0.3681,0.918
1.071819,0.0309,0.7921,-0.3174,0.854
1.077466,0.0125,0.7809,-0.2338,0.815
1.082030,-0.0666,0.7983,-0.1841,0.822
1.087041,-0.1206,0.8108,-0.1110,0.827
1.094072,-0.2303,0.8753,-0.0147,0.905
1.097091,-0.3071,0.9271,0.0809,0.980
1.102193,-0.3651,0.9590,0.1949,1.044
1.107231,-0.4067,0.9378,0.2940,1.064
1.112002,-0.4790,0.9137,0.3808,1.100
1.117114,-0.5361,0.9363,0.4387,1.165
1.122467,-0.5706,0.9551,0.4611,1.204
1.127361,-0.6016,0.9418,0.5312,1.237
1.131841,-0.6342,0.9535,0.6037,1.295
1.137535,-0.5928,0.9236,0.7426,1.325
1.142267,-0.6237,0.9094,0.9259,1.440
1.147152,-0.6393,0.9015,1.0915,1.553
1.152229,-0.6567,0.9424,1.2490,1.697
1.157393,-0.6762,0.9892,1.4057,1.847
1.162478,-0.6603,1.0701,1.5590,2.003
1.167385,-0.6808,1.0828,1.7091,2.135
1.171957,-0.6882,1.0918,1.8513,2.257
1.177259,-0.6831,1.0973,1.9475,2.337
1.182976,-0.6729,1.1563,1.9935,2.401
1.187303,-0.6966,1.2417,2.0216,2.473
1.191812,-0.7550,1.3308,1.9641,2.490
1.197262,-0.7856,1.4499,1.8211,2.457
1.203312,-0.8267,1.5728,1.6813,2.446
1.207412,-0.8019,1.6210,1.5038,2.352
1.212333,-0.7832,1.6046,1.3411,2.233
1.217111,-0.7279,1.5409,1.2051,2.087
1.222137,-0.6959,1.4565,1.0908,1.948
1.227973,-0.6828,1.3924,0.9668,1.828
1.232119,-0.6793,1.3298,0.8832,1.735
1.237202,-0.7167,1.1543,0.8231,1.589
1.242788,-0.7809,0.9429,0.8625,1.498
1.247189,-0.8082,0.5815,0.9677,1.388
1.252266,-0.8086,0.2402,1.2004,1.467
1.257986,-0.8015,-0.0928,1.4551,1.664
1.262733,-0.7964,-0.3458,1.7557,1.959
1.267416,-0.7926,-0.5477,2.0161,2.234
1.272195,-0.7922,-0.6705,2.2701,2.496
1.277336,-0.8230,-0.8124,2.4868,2.743
1.282454,-0.8337,-0.9550,2.7288,3.009
1.287405,-0.8210,-1.1320,2.9007,3.220
1.292488,-0.7527,-1.3059,3.0602,3.411
1.297520,-0.6566,-1.4702,3.1911,3.574
1.302625,-0.5056,-1.5706,3.2315,3.628
1.307689,-0.3395,-1.5840,3.2058,3.592
1.312112,-0.1459,-1.5446,3.0904,3.458
1.317425,0.0420,-1.4839,2.8691,3.230
1.322294,0.2127,-1.4140,2.5922,2.960
1.327189,0.3402,-1.3495,2.2408,2.638
1.332477,0.4722,-1.3286,1.8534,2.329
1.337426,0.5678,-1.3060,1.4182,2.010
1.342639,0.6193,-1.2627,0.9878,1.719
1.347518,0.6385,-1.2916,0.6052,1.563
1.352142,0.6629,-1.3589,0.2248,1.529
1.357474,0.6680,-1.3712,-0.1152,1.530
1.363067,0.7197,-1.3976,-0.4008,1.622
1.367284,0.7455,-1.4519,-0.6228,1.747
1.372066,0.8091,-1.4594,-0.8554,1.875
1.377696,0.8712,-1.4341,-1.0155,1.961
1.382517,0.9698,-1.3730,-1.1774,2.052
1.387529,1.0474,-1.2924,-1.3389,2.135
1.392343,1.1205,-1.2422,-1.4883,2.239
1.397250,1.2272,-1.1884,-1.6020,2.342
1.403812,1.3081,-1.1739,-1.7136,2.455
1.408180,1.3832,-1.1553,-1.8494,2.582
1.412050,1.4363,-1.1588,-1.9737,2.702
1.417747,1.5156,-1.1245,-2.0722,2.803
1.422657,1.5403,-1.1075,-2.1140,2.840
1.427311,1.5820,-1.0886,-2.1421,2.877
1.432027,1.6025,-1.0725,-2.1210,2.867
1.437423,1.6039,-1.0996,-2.0914,2.856
1.442515,1.6006,-1.1722,-2.0080,2.823
1.447437,1.6120,-1.2329,-1.9139,2.790
1.452411,1.6263,-1.3128,-1.8544,2.794
1.457572,1.5982,-1.3856,-1.7890,2.770
1.462482,1.5730,-1.4036,-1.7104,2.715
1.467614,1.5410,-1.4526,-1.6522,2.686
1.472284,1.4757,-1.5132,-1.6432,2.677
1.477675,1.3797,-1.5162,-1.6474,2.630
1.483190,1.2677,-1.4977,-1.6241,2.547
1.487490,1.1159,-1.5008,-1.6330,2.483
1.492597,1.0465,-1.4995,-1.6118,2.438
1.498650,0.9303,-1.5037,-1.5843,2.374
1.505402,0.8439,-1.4662,-1.5406,2.288
1.507305,0.7256,-1.4590,-1.5022,2.216
1.512439,0.6139,-1.4301,-1.4712,2.142
1.517493,0.5355,-1.3800,-1.4545,2.075
1.522913,0.4687,-1.3422,-1.4401,2.024
1.528702,0.4065,-1.2669,-1.4302,1.953
1.532995,0.3823,-1.2259,-1.4344,1.925
1.537581,0.3715,-1.1594,-1.4621,1.903
1.542814,0.3783,-1.0744,-1.5109,1.892
1.547451,0.3568,-1.0093,-1.5570,1.890
1.552149,0.3183,-0.9830,-1.6171,1.919
1.557639,0.3075,-0.9308,-1.7007,1.963
1.562585,0.2429,-0.8626,-1.7504,1.966
1.567636,0.1982,-0.8116,-1.8572,2.036
1.572476,0.1611,-0.7564,-1.9085,2.059
1.577633,0.1265,-0.6851,-1.9859,2.105
1.582649,0.0992,-0.6336,-2.0580,2.156
1.587517,0.0718,-0.6041,-2.1059,2.192
1.592302,0.0305,-0.5416,-2.1704,2.237
1.597469,0.0472,-0.5557,-2.1821,2.252
1.603862,0.0479,-0.4910,-2.1699,2.225
1.607647,0.0186,-0.4908,-2.1221,2.178
1.612085,0.0647,-0.4543,-2.0865,2.136
1.617663,0.1003,-0.4076,-2.0585,2.101
1.623128,0.1426,-0.3434,-2.0357,2.069
1.627602,0.1726,-0.3046,-1.9967,2.027
1.632626,0.1836,-0.2578,-1.9344,1.960
1.637464,0.1783,-0.2075,-1.8225,1.843
1.642710,0.1353,-0.1468,-1.7090,1.721
1.648026,0.1526,-0.1068,-1.5172,1.529
1.652395,0.1774,-0.0328,-1.3191,1.331
1.657609,0.1812,0.0704,-1.1217,1.138
1.662616,0.2097,0.1379,-0.9344,0.967
1.667434,0.2415,0.2315,-0.7619,0.832
1.672824,0.2933,0.3343,-0.6040,0.750
1.677707,0.3153,0.4437,-0.4343,0.696
1.683112,0.3476,0.6049,-0.2864,0.754
1.687611,0.3300,0.7411,-0.1217,0.820
1.692646,0.3148,0.8569,0.0431,0.914
1.700102,0.2733,0.9620,0.1576,1.012
1.703348,0.2485,1.0707,0.3153,1.144
1.707817,0.2190,1.1997,0.4563,1.302
1.712336,0.1899,1.3298,0.6166,1.478
1.717865,0.1903,1.4515,0.7888,1.663
1.723048,0.2109,1.5792,0.9705,1.866
1.727620,0.2045,1.6801,1.1233,2.031
1.732309,0.2187,1.7089,1.2878,2.151
1.737882,0.1768,1.7403,1.4590,2.278
1.742954,0.1314,1.7220,1.6512,2.389
1.747737,0.0417,1.6614,1.8833,2.512
1.752600,-0.0013,1.5800,2.1290,2.651
1.757828,-0.0722,1.5638,2.4050,2.870
1.762730,-0.0778,1.5549,2.6924,3.110
1.767811,-0.1069,1.5552,2.9316,3.320
1.772960,-0.1257,1.5496,3.1110,3.478
1.778017,-0.1465,1.6475,3.2382,3.636
1.782957,-0.1907,1.7957,3.3182,3.778
1.787992,-0.2296,1.9364,3.3489,3.875
1.792332,-0.2967,2.0718,3.2301,3.849
1.799898,-0.3017,2.2140,3.0791,3.804
1.803049,-0.3526,2.3229,2.9604,3.779
1.807659,-0.4240,2.2368,2.7922,3.603
1.812529,-0.5362,2.1360,2.7106,3.493
1.817737,-0.6378,1.9757,2.7390,3.437
1.822709,-0.7321,1.7807,2.8720,3.458
1.827906,-0.8198,1.4923,3.1113,3.547
1.832840,-0.8701,1.1687,3.4565,3.751
1.837422,-0.9189,0.7459,3.8951,4.071
1.842942,-0.9687,0.2770,4.4342,4.547
1.847472,-0.9877,-0.2552,4.9685,5.072
1.852476,-0.9389,-0.7866,5.4770,5.612
1.857865,-0.8619,-1.3278,5.9267,6.135
1.862662,-0.8148,-1.8014,6.3495,6.650
1.867523,-0.8130,-2.2040,6.6480,7.051
1.872575,-0.8334,-2.4870,6.7848,7.274
1.877546,-0.9129,-2.6352,6.7273,7.282
1.882862,-1.0117,-2.7216,6.3664,6.997
1.888082,-1.0854,-2.6710,5.8011,6.478
1.892473,-1.2292,-2.5136,5.0108,5.739
1.899319,-1.3165,-2.3316,4.0991,4.896
1.903182,-1.3692,-2.1181,3.1020,3.998
1.907652,-1.4137,-1.9949,2.1395,3.249
1.912346,-1.5150,-1.9778,1.2087,2.769
1.917934,-1.6262,-1.9750,0.3407,2.581
1.922611,-1.7199,-1.9659,-0.4605,2.652
1.927644,-1.8003,-1.9826,-1.0928,2.892
1.932716,-1.8595,-1.9328,-1.6453,3.147
1.937859,-1.8942,-1.8439,-2.1213,3.389
1.942772,-1.9365,-1.7504,-2.4784,3.600
1.948022,-2.0230,-1.7274,-2.7823,3.849
1.952468,-2.0775,-1.7256,-3.0049,4.040
1.957794,-2.1096,-1.7390,-3.1831,4.196
1.963186,-2.1192,-1.8000,-3.2840,4.303
1.967812,-2.1159,-1.8670,-3.3131,4.352
1.972572,-2.0992,-1.9631,-3.2736,4.356
1.977912,-2.0836,-2.0639,-3.1349,4.293
1.982828,-2.0946,-2.1380,-2.9787,4.223
1.987815,-2.1480,-2.1685,-2.9032,4.212
1.992855,-1.8880,-2.0909,-2.7507,3.937
1.999519,-1.7872,-2.0014,-2.4304,3.620
2.003305,-1.7995,-1.9671,-2.2340,3.478
2.007965,-1.7686,-1.9670,-2.0869,3.369
2.012213,-1.6672,-1.9444,-1.8833,3.179
2.017736,-1.4978,-1.8981,-1.6086,2.904
2.023146,-1.3508,-1.9030,-1.3579,2.700
2.027781,-1.2306,-1.9386,-1.0803,2.538
2.032693,-1.1369,-1.9318,-0.8136,2.385
2.038340,-1.0671,-1.9248,-0.5354,2.265
2.042954,-1.0422,-1.8470,-0.2882,2.140
2.047834,-0.9875,-1.8074,-0.1168,2.063
2.052798,-0.9431,-1.8186,0.0440,2.049
2.057887,-0.8367,-1.8283,0.0509,2.011
2.063597,-0.7428,-1.8271,-0.0025,1.972
2.068024,-0.6022,-1.7892,-0.0896,1.890
2.072671,-0.5368,-1.7266,-0.3060,1.834
2.077887,-0.5201,-1.6893,-0.5344,1.847
2.083205,-0.5181,-1.6387,-0.7894,1.891
2.088379,-0.5091,-1.5960,-1.0375,1.971
2.093380,-0.5241,-1.5702,-1.3414,2.131
2.098076,-0.5580,-1.5226,-1.6412,2.307
2.103089,-0.5249,-1.5363,-1.8967,2.497
2.109508,-0.4327,-1.5223,-2.0867,2.619
2.113657,-0.3394,-1.5135,-2.2881,2.764
2.117793,-0.2575,-1.4831,-2.4772,2.899
2.123034,-0.2159,-1.4259,-2.6137,2.985
2.127851,-0.1979,-1.3437,-2.7649,3.081
2.132635,-0.1744,-1.2457,-2.7494,3.023
2.137809,-0.2631,-1.2271,-2.8927,3.153
2.143471,-0.3511,-1.1345,-2.9224,3.154
2.148273,-0.4218,-1.0442,-2.9629,3.170
2.152658,-0.5063,-0.9370,-2.9858,3.170
2.158229,-0.5397,-0.8557,-2.9792,3.146
2.163071,-0.5432,-0.7669,-2.9145,3.062
2.167835,-0.5261,-0.7258,-2.8682,3.005
2.172909,-0.4907,-0.6704,-2.7946,2.915
2.177846,-0.4895,-0.6156,-2.7008,2.813
2.182805,-0.5036,-0.6068,-2.6106,2.727
2.187957,-0.4951,-0.5869,-2.4951,2.611
2.192532,-0.5506,-0.5682,-2.3949,2.522
2.198275,-0.5911,-0.5530,-2.2884,2.427
2.203129,-0.6099,-0.5510,-2.1754,2.326
2.207871,-0.6022,-0.5242,-2.0441,2.194
2.212576,-0.6140,-0.4987,-1.8991,2.057
2.218327,-0.6167,-0.5009,-1.7717,1.942
2.223262,-0.5987,-0.4566,-1.6354,1.800
2.227833,-0.6055,-0.4521,-1.5069,1.686
2.233097,-0.6018,-0.4373,-1.3431,1.535
2.237793,-0.6045,-0.4458,-1.1799,1.399
2.242862,-0.6067,-0.4393,-0.9836,1.236
2.248151,-0.6203,-0.4276,-0.7760,1.082
2.252634,-0.6118,-0.3582,-0.5138,0.876
2.257957,-0.6142,-0.3053,-0.2546,0.732
2.263512,-0.6319,-0.1999,-0.0698,0.666
2.268321,-0.6475,-0.0976,0.1078,0.664
2.272852,-0.6011,0.0683,0.2401,0.651
2.277950,-0.5784,0.1872,0.3537,0.703
2.283075,-0.5241,0.2974,0.4917,0.778
2.287840,-0.4759,0.3510,0.5680,0.820
2.293011,-0.4529,0.4033,0.6592,0.896
2.297987,-0.3832,0.4494,0.7484,0.953
2.303132,-0.3267,0.4370,0.8882,1.042
2.308203,-0.2619,0.4594,1.0594,1.184
2.314510,-0.2010,0.4522,1.2354,1.331
2.317955,-0.1248,0.4298,1.4234,1.492
2.323575,-0.0500,0.4185,1.5949,1.650
2.328256,0.0043,0.3608,1.7617,1.798
2.332897,0.0858,0.3287,1.9119,1.942
2.338326,0.1896,0.2835,2.0385,2.067
2.343133,0.2582,0.2277,2.1702,2.197
2.348184,0.3299,0.2088,2.2235,2.257
2.353228,0.3926,0.2027,2.2559,2.299
2.358158,0.4438,0.2691,2.2245,2.284
2.363138,0.4887,0.4199,2.1651,2.259
2.368158,0.5656,0.5905,2.0277,2.186
2.372724,0.6555,0.7621,1.8887,2.140
2.378688,0.7486,0.8897,1.7240,2.079
2.383253,0.8301,1.0025,1.5836,2.050
2.387958,0.8998,1.0677,1.4554,2.017
2.392668,0.9313,1.0405,1.3580,1.948
2.398527,0.9245,0.8905,1.3151,1.838
2.403402,0.8652,0.7526,1.3143,1.744
2.410687,0.8513,0.6202,1.3481,1.711
2.413140,0.8375,0.5152,1.4210,1.728
2.417927,0.7807,0.4191,1.5470,1.783
2.423207,0.6309,0.2867,1.7331,1.867
2.428408,0.4959,0.0798,1.9745,2.037
2.432909,0.3826,-0.1346,2.2686,2.305
2.438040,0.2645,-0.3592,2.5894,2.628
2.443056,0.1727,-0.5849,2.9490,3.011
2.448153,0.0853,-0.8434,3.3883,3.493
2.453544,0.0475,-1.1071,3.8478,4.004
2.458775,0.0250,-1.3600,4.3040,4.514
2.463317,-0.0449,-1.5747,4.7144,4.971
2.467978,-0.0599,-1.7285,5.0365,5.325
2.474489,-0.0921,-1.7559,5.2063,5.495
2.478305,-0.0841,-1.6585,5.2128,5.471
2.483041,-0.0041,-1.4879,5.0255,5.241
2.488396,0.1217,-1.2525,4.6428,4.810
2.494237,0.3295,-1.0464,4.1299,4.273
2.497922,0.5644,-0.8726,3.4967,3.648
2.505496,0.7794,-0.7812,2.7531,2.966
2.508501,0.9445,-0.7694,2.0209,2.360
2.514313,1.0676,-0.7312,1.3001,1.834
2.518012,1.1740,-0.6846,0.6355,1.500
2.523071,1.2001,-0.6117,0.0723,1.349
2.528082,1.1713,-0.5041,-0.4644,1.357
2.534436,1.1190,-0.4416,-0.9345,1.523
2.537970,1.0768,-0.4038,-1.2716,1.715
2.543392,1.0372,-0.4321,-1.5101,1.882
2.548509,1.0042,-0.4821,-1.6555,1.995
2.554254,0.9719,-0.5501,-1.7180,2.049
2.557837,0.9009,-0.6470,-1.7032,2.032
2.563550,0.8334,-0.7361,-1.6450,1.986
2.567961,0.7539,-0.8287,-1.5893,1.944
2.574325,0.6328,-0.8983,-1.4599,1.827
2.578358,0.5193,-0.9591,-1.3048,1.701
2.583097,0.4082,-1.0211,-1.1049,1.559
2.588025,0.3161,-1.0896,-0.9365,1.471
2.594843,0.2956,-1.1366,-0.7299,1.383
2.597904,0.2658,-1.1870,-0.5327,1.328
2.603418,0.2198,-1.2132,-0.3417,1.279
2.608601,0.1912,-1.2618,-0.1709,1.288
2.614289,0.1063,-1.2525,-0.0293,1.257
2.617919,0.0326,-1.2127,0.0789,1.216
2.623379,-0.0462,-1.1938,0.1925,1.210
2.628099,-0.1111,-1.1676,0.2782,1.205
2.634395,-0.1668,-1.1537,0.3075,1.206
2.638571,-0.2254,-1.1045,0.2711,1.159
2.643347,-0.2798,-1.0725,0.1643,1.121
2.648177,-0.2945,-0.9907,0.0515,1.035
2.654637,-0.3005,-0.9186,-0.1630,0.980
2.657900,-0.2619,-0.8678,-0.4336,1.005
2.663237,-0.2097,-0.7995,-0.7534,1.118
2.668398,-0.1391,-0.7231,-1.0483,1.281
2.674464,-0.0600,-0.6863,-1.2753,1.450
2.678015,0.0156,-0.6340,-1.4586,1.591
2.683303,0.0206,-0.5661,-1.5815,1.680
2.688296,-0.0209,-0.5570,-1.7037,1.793
2.694451,-0.0751,-0.5513,-1.8062,1.890
2.698498,-0.1108,-0.5275,-1.9250,1.999
2.703526,-0.0873,-0.4756,-2.0577,2.114
2.708146,-0.0595,-0.4433,-2.1853,2.231
2.714634,0.0206,-0.3728,-2.3199,2.350
