time,gFx,gFy,gFz,TgF
0.001261406,-0.1915,0.3899,0.8961,0.996
0.001609895,-0.1918,0.3879,0.9007,0.999
0.002175573,-0.1910,0.3892,0.9046,1.003
0.005744791,-0.1905,0.3894,0.9098,1.008
0.007494948,-0.1898,0.3892,0.9146,1.012
0.009987343,-0.1927,0.3909,0.9198,1.018
0.013065729,-0.1964,0.3919,0.9259,1.024
0.014766302,-0.1979,0.3914,0.9317,1.030
0.017113177,-0.2011,0.3923,0.9342,1.033
0.019738073,-0.1996,0.3936,0.9374,1.036
0.022156198,-0.1998,0.3953,0.9400,1.039
0.02476927,-0.1993,0.3950,0.9405,1.039
0.027290312,-0.1952,0.3987,0.9415,1.041
0.029761458,-0.1942,0.3994,0.9417,1.041
0.032164479,-0.1954,0.4014,0.9420,1.042
0.034563281,-0.1962,0.4016,0.9413,1.042
0.038120104,-0.1966,0.3970,0.9439,1.043
0.040203229,-0.1984,0.3972,0.9400,1.040
0.042243698,-0.2001,0.3965,0.9354,1.035
0.044620625,-0.2025,0.3960,0.9303,1.031
0.04765802,-0.2038,0.3975,0.9271,1.029
0.049762916,-0.2055,0.3999,0.9227,1.026
0.052123802,-0.2055,0.3994,0.9217,1.025
0.055132448,-0.2045,0.4011,0.9195,1.024
0.057172187,-0.2033,0.4024,0.9181,1.023
0.059753333,-0.2028,0.3994,0.9151,1.019
0.063027031,-0.2006,0.3967,0.9134,1.016
0.06486026,-0.1979,0.3931,0.9100,1.011
0.067234114,-0.1996,0.3892,0.9056,1.006
0.07001,-0.2042,0.3887,0.9007,1.002
0.07217151,-0.2045,0.3882,0.8817,0.985
0.074671875,-0.2069,0.3877,0.8726,0.977
0.077377968,-0.2040,0.3862,0.8724,0.976
0.080941458,-0.2008,0.3858,0.8699,0.973
0.08213276,-0.1966,0.3862,0.8663,0.969
0.084910208,-0.1898,0.3858,0.8633,0.964
0.088295625,-0.1888,0.3853,0.8594,0.961
0.090140677,-0.1942,0.3875,0.8538,0.958
0.092203697,-0.2030,0.3921,0.8472,0.955
0.094630625,-0.2067,0.3928,0.8411,0.951
0.097236666,-0.2113,0.3938,0.8355,0.948
0.100042291,-0.2125,0.3931,0.8350,0.947
0.102197343,-0.2125,0.3958,0.8284,0.942
0.105062395,-0.2116,0.3975,0.8255,0.940
0.107357083,-0.2096,0.4006,0.8230,0.939
0.109824427,-0.2077,0.4011,0.8196,0.936
0.11281,-0.2074,0.4009,0.8179,0.934
0.115150833,-0.2069,0.4011,0.8150,0.932
0.117170468,-0.2077,0.3992,0.8113,0.928
0.119735781,-0.2094,0.3970,0.8072,0.924
0.122346666,-0.2074,0.3958,0.8045,0.920
0.124687864,-0.2067,0.3941,0.7988,0.914
0.127275,-0.2045,0.3950,0.7957,0.912
0.130213802,-0.2001,0.3938,0.7932,0.908
0.132291979,-0.1981,0.3933,0.7910,0.905
0.134658593,-0.1964,0.3945,0.7881,0.903
0.137256406,-0.1944,0.3923,0.7866,0.900
0.139942552,-0.1940,0.3931,0.7859,0.900
0.142179739,-0.1930,0.3938,0.7879,0.902
0.146225572,-0.1942,0.3921,0.7923,0.905
0.147493385,-0.1957,0.3943,0.7949,0.909
0.149810208,-0.1954,0.3953,0.7967,0.911
0.152231406,-0.1913,0.3936,0.7996,0.911
0.155026875,-0.1896,0.3941,0.8028,0.914
0.157194739,-0.1881,0.3931,0.8064,0.917
0.160024322,-0.1874,0.3899,0.8101,0.918
0.162426041,-0.1881,0.3906,0.8142,0.922
0.164850416,-0.1896,0.3899,0.8179,0.926
0.167235104,-0.1915,0.3884,0.8203,0.928
0.170104843,-0.1942,0.3875,0.8242,0.931
0.172506822,-0.1957,0.3858,0.8272,0.933
0.175061302,-0.1974,0.3850,0.8306,0.937
0.177419479,-0.2013,0.3853,0.8336,0.940
0.17997026,-0.2042,0.3875,0.8345,0.942
0.182287604,-0.2074,0.3862,0.8331,0.941
0.184678593,-0.2086,0.3867,0.8291,0.938
0.187768229,-0.2118,0.3887,0.8277,0.939
0.190318541,-0.2167,0.3897,0.8245,0.937
0.192204062,-0.2189,0.3897,0.8213,0.935
0.19500302,-0.2196,0.3889,0.8196,0.933
0.197382708,-0.2230,0.3848,0.8174,0.931
0.199944062,-0.2250,0.3833,0.8142,0.928
0.202219322,-0.2289,0.3823,0.8135,0.928
0.204924427,-0.2326,0.3801,0.8086,0.923
0.207538437,-0.2370,0.3772,0.8074,0.922
0.20976177,-0.2387,0.3789,0.8025,0.919
0.212342031,-0.2401,0.3777,0.7962,0.913
0.214911718,-0.2418,0.3760,0.7864,0.905
0.217301666,-0.2421,0.3723,0.7779,0.896
0.220265937,-0.2428,0.3716,0.7690,0.888
0.222303437,-0.2455,0.3706,0.7595,0.880
0.224788854,-0.2470,0.3689,0.7468,0.869
0.227368125,-0.2455,0.3677,0.7336,0.857
0.229977291,-0.2460,0.3679,0.7182,0.844
0.232406822,-0.2443,0.3664,0.7019,0.829
0.236143854,-0.2438,0.3620,0.6870,0.814
0.238689843,-0.2406,0.3594,0.6755,0.802
0.240317343,-0.2384,0.3581,0.6660,0.793
0.243075416,-0.2379,0.3559,0.6559,0.783
0.2456475,-0.2345,0.3528,0.6493,0.775
0.247546979,-0.2321,0.3471,0.6425,0.766
0.249887135,-0.2296,0.3415,0.6374,0.759
0.25218177,-0.2282,0.3376,0.6357,0.755
0.254713281,-0.2274,0.3303,0.6335,0.750
0.257209895,-0.2248,0.3230,0.6308,0.743
0.259994375,-0.2257,0.3183,0.6315,0.742
0.262526458,-0.2255,0.3127,0.6332,0.741
0.264969322,-0.2262,0.3046,0.6339,0.739
0.267471302,-0.2304,0.2936,0.6332,0.735
0.271269427,-0.2353,0.2868,0.6327,0.733
0.272359895,-0.2406,0.2770,0.6313,0.730
0.275050625,-0.2475,0.2673,0.6288,0.727
0.277582552,-0.2531,0.2577,0.6254,0.722
0.280326093,-0.2609,0.2484,0.6227,0.719
0.2822625,-0.2675,0.2418,0.6181,0.716
0.284757968,-0.2763,0.2328,0.6120,0.711
0.28753,-0.2836,0.2245,0.6073,0.707
0.289963229,-0.2927,0.2179,0.5995,0.702
0.292308072,-0.2997,0.2101,0.5897,0.694
0.29526125,-0.3066,0.2047,0.5780,0.686
0.297615677,-0.3156,0.2001,0.5648,0.677
0.299863229,-0.3257,0.1952,0.5514,0.669
0.30221802,-0.3349,0.1930,0.5348,0.660
0.304876562,-0.3420,0.1883,0.5167,0.648
0.307307291,-0.3481,0.1849,0.4984,0.635
0.309926666,-0.3542,0.1815,0.4781,0.622
0.312402812,-0.3630,0.1778,0.4515,0.606
0.314931666,-0.4067,0.1830,0.3933,0.595
0.317282552,-0.4449,0.1927,0.3364,0.590
0.320208229,-0.4273,0.1954,0.3196,0.568
0.322336406,-0.3955,0.1940,0.3107,0.539
0.325156197,-0.3640,0.1886,0.3039,0.510
0.328849583,-0.3408,0.1830,0.2941,0.486
0.330095624,-0.3325,0.1742,0.2797,0.468
0.332509374,-0.3371,0.1661,0.2629,0.459
0.334774218,-0.3510,0.1600,0.2470,0.458
0.337462083,-0.3701,0.1483,0.2306,0.461
0.340219791,-0.3914,0.1373,0.2135,0.466
0.342308281,-0.4089,0.1243,0.2013,0.472
0.345020052,-0.4224,0.1102,0.1881,0.475
