time,gFx,gFy,gFz,TgF
0.002846354,-0.2238,0.3982,0.7969,0.919
0.003198073,-0.2260,0.3980,0.8035,0.925
0.003420729,-0.2255,0.3972,0.8074,0.928
0.006214532,-0.2223,0.3967,0.8108,0.930
0.007176563,-0.2187,0.3936,0.8135,0.930
0.010787552,-0.2162,0.3923,0.8167,0.931
0.012196823,-0.2106,0.3897,0.8194,0.931
0.014210104,-0.2060,0.3853,0.8228,0.932
0.018085365,-0.2030,0.3818,0.8235,0.930
0.019293959,-0.1998,0.3789,0.8230,0.928
0.021764948,-0.1942,0.3765,0.8230,0.926
0.024474636,-0.1905,0.3731,0.8208,0.922
0.026933386,-0.1871,0.3726,0.8201,0.920
0.029140365,-0.1842,0.3703,0.8164,0.915
0.032012604,-0.1810,0.3677,0.8125,0.910
0.034309688,-0.1759,0.3659,0.8069,0.903
0.038176198,-0.1734,0.3645,0.7996,0.896
0.039603594,-0.1722,0.3637,0.7947,0.891
0.042398281,-0.1688,0.3628,0.7886,0.884
0.044731459,-0.1681,0.3601,0.7808,0.876
0.047051302,-0.1676,0.3603,0.7724,0.869
0.049314688,-0.1661,0.3628,0.7627,0.861
0.051914115,-0.1654,0.3615,0.7532,0.852
0.054647344,-0.1681,0.3620,0.7449,0.845
0.058538021,-0.1700,0.3628,0.7378,0.840
0.064274011,-0.1734,0.3642,0.7268,0.831
0.064658386,-0.1791,0.3647,0.7190,0.826
0.064823386,-0.1837,0.3674,0.7072,0.818
0.066968594,-0.1908,0.3706,0.6962,0.811
0.069635365,-0.1988,0.3762,0.6877,0.809
0.071868854,-0.2069,0.3765,0.6801,0.804
0.074182396,-0.2138,0.3799,0.6750,0.804
0.078316563,-0.2199,0.3811,0.6679,0.800
0.079125521,-0.2262,0.3828,0.6623,0.798
0.081643906,-0.2313,0.3826,0.6586,0.796
0.084590365,-0.2353,0.3845,0.6542,0.794
0.086887292,-0.2382,0.3845,0.6530,0.794
0.08917,-0.2416,0.3840,0.6549,0.797
0.091852604,-0.2448,0.3840,0.6589,0.801
0.094282917,-0.2453,0.3838,0.6652,0.806
0.098213125,-0.2455,0.3877,0.6726,0.814
0.100190677,-0.2462,0.3882,0.6823,0.823
0.101765,-0.2458,0.3875,0.6918,0.830
0.104288698,-0.2462,0.3865,0.7023,0.839
0.106826667,-0.2470,0.3838,0.7119,0.846
0.109432969,-0.2458,0.3840,0.7219,0.854
0.112043698,-0.2443,0.3816,0.7307,0.860
0.114465886,-0.2440,0.3782,0.7375,0.864
0.118152813,-0.2396,0.3782,0.7456,0.870
0.119487656,-0.2387,0.3755,0.7512,0.873
