time,gFx,gFy,gFz,TgF
5.29063E-4,-0.1710,0.3831,0.8812,0.976
0.002064323,-0.1700,0.3836,0.8804,0.975
0.004572813,-0.1688,0.3843,0.8797,0.975
0.007053698,-0.1673,0.3848,0.8785,0.974
0.009543438,-0.1664,0.3855,0.8775,0.973
0.011892292,-0.1651,0.3860,0.8770,0.972
0.014633281,-0.1642,0.3865,0.8773,0.973
0.016933958,-0.1632,0.3865,0.8780,0.973
0.019359323,-0.1622,0.3862,0.8795,0.974
0.022218542,-0.1612,0.3860,0.8817,0.976
0.024446198,-0.1600,0.3855,0.8848,0.978
0.026864479,-0.1586,0.3850,0.8880,0.981
0.029732813,-0.1566,0.3840,0.8919,0.984
0.032010208,-0.1551,0.3823,0.8958,0.986
0.03436276,-0.1542,0.3809,0.8998,0.989
0.036905417,-0.1529,0.3796,0.9037,0.992
0.039437969,-0.1517,0.3779,0.9068,0.994
0.04204,-0.1505,0.3762,0.9095,0.996
0.044540833,-0.1488,0.3745,0.9120,0.997
0.046980521,-0.1466,0.3728,0.9137,0.998
0.049411406,-0.1446,0.3713,0.9149,0.998
0.051896302,-0.1429,0.3708,0.9154,0.998
0.05448,-0.1422,0.3701,0.9156,0.998
0.056978281,-0.1419,0.3696,0.9168,0.999
0.059723646,-0.1417,0.3691,0.9183,1.000
0.062175938,-0.1412,0.3686,0.9200,1.001
0.064757656,-0.1397,0.3684,0.9215,1.002
0.067162448,-0.1378,0.3681,0.9232,1.003
0.069573906,-0.1351,0.3669,0.9242,1.003
0.072209427,-0.1314,0.3657,0.9249,1.003
0.074847083,-0.1270,0.3642,0.9254,1.003
0.077148333,-0.1221,0.3623,0.9256,1.001
0.079742083,-0.1173,0.3603,0.9259,1.000
0.082366823,-0.1126,0.3579,0.9266,1.000
0.084622656,-0.1080,0.3552,0.9276,0.999
0.086996146,-0.1038,0.3525,0.9291,0.999
0.089788802,-0.1002,0.3498,0.9310,1.000
0.092101458,-0.0970,0.3476,0.9332,1.001
0.094545521,-0.0938,0.3457,0.9352,1.001
0.097400313,-0.0909,0.3445,0.9374,1.003
0.099516146,-0.0880,0.3440,0.9393,1.004
0.102160625,-0.0855,0.3435,0.9410,1.005
0.104787396,-0.0828,0.3427,0.9420,1.006
0.107053438,-0.0804,0.3425,0.9427,1.006
0.109581719,-0.0784,0.3425,0.9430,1.006
0.11207776,-0.0769,0.3427,0.9427,1.006
0.114633802,-0.0760,0.3432,0.9417,1.005
0.117203385,-0.0752,0.3430,0.9400,1.003
0.119675625,-0.0750,0.3432,0.9376,1.001
0.122438646,-0.0752,0.3442,0.9339,0.998
0.124962656,-0.0777,0.3467,0.9286,0.994
0.127076771,-0.0823,0.3503,0.9225,0.990
0.129725156,-0.0877,0.3540,0.9171,0.987
0.132197188,-0.0928,0.3572,0.9132,0.985
0.134846354,-0.0963,0.3596,0.9102,0.983
0.1371275,-0.0975,0.3618,0.9085,0.983
0.139615313,-0.0968,0.3635,0.9078,0.983
0.142311042,-0.0941,0.3650,0.9071,0.982
0.14461599,-0.0914,0.3657,0.9054,0.981
0.147245781,-0.0889,0.3655,0.9022,0.977
0.149825365,-0.0875,0.3645,0.8985,0.974
0.152150365,-0.0865,0.3630,0.8956,0.970
0.155014479,-0.0863,0.3608,0.8936,0.968
0.157347708,-0.0860,0.3589,0.8929,0.966
0.159641198,-0.0852,0.3569,0.8932,0.966
0.163074896,-0.0833,0.3550,0.8939,0.965
0.165203854,-0.0811,0.3530,0.8956,0.966
0.167191979,-0.0787,0.3510,0.8976,0.967
0.169628333,-0.0762,0.3496,0.9000,0.969
0.172335104,-0.0740,0.3486,0.9017,0.970
0.174617656,-0.0725,0.3474,0.9024,0.970
0.17709,-0.0711,0.3464,0.9029,0.970
0.18001099,-0.0708,0.3459,0.9029,0.970
0.182491302,-0.0721,0.3454,0.9029,0.969
0.184717969,-0.0733,0.3454,0.9029,0.970
0.18730276,-0.0752,0.3454,0.9029,0.970
0.189745365,-0.0772,0.3452,0.9032,0.970
0.19227526,-0.0794,0.3454,0.9034,0.970
0.194820104,-0.0826,0.3459,0.9044,0.972
0.197504479,-0.0855,0.3462,0.9051,0.973
0.199744479,-0.0887,0.3469,0.9063,0.975
0.202299479,-0.0919,0.3479,0.9076,0.976
0.204932083,-0.0950,0.3491,0.9090,0.978
0.207285677,-0.0987,0.3508,0.9102,0.980
0.209884219,-0.1026,0.3523,0.9112,0.982
0.212617187,-0.1068,0.3540,0.9124,0.985
0.214913542,-0.1107,0.3559,0.9137,0.987
0.217269896,-0.1146,0.3581,0.9146,0.989
0.219634115,-0.1195,0.3606,0.9154,0.991
0.222496406,-0.1243,0.3642,0.9149,0.993
0.224987708,-0.1290,0.3684,0.9137,0.994
0.227117448,-0.1329,0.3718,0.9115,0.993
0.230344479,-0.1348,0.3728,0.9090,0.992
0.23246901,-0.1339,0.3708,0.9076,0.989
0.234724948,-0.1309,0.3662,0.9076,0.987
0.238338177,-0.1270,0.3601,0.9083,0.985
0.240127969,-0.1229,0.3532,0.9098,0.984
0.242365885,-0.1195,0.3467,0.9117,0.983
0.244794687,-0.1175,0.3410,0.9142,0.983
0.247334219,-0.1177,0.3366,0.9166,0.984
0.249706979,-0.1195,0.3337,0.9186,0.985
0.252241458,-0.1219,0.3327,0.9200,0.986
0.254957865,-0.1241,0.3330,0.9207,0.987
0.25726401,-0.1256,0.3340,0.9215,0.988
0.259740365,-0.1258,0.3347,0.9212,0.988
0.263118177,-0.1253,0.3359,0.9203,0.988
0.264851302,-0.1239,0.3362,0.9186,0.986
0.267237135,-0.1221,0.3359,0.9166,0.984
0.269957292,-0.1212,0.3354,0.9142,0.981
0.272375156,-0.1207,0.3344,0.9115,0.978
0.274714531,-0.1207,0.3325,0.9081,0.975
0.27724776,-0.1214,0.3303,0.9046,0.971
0.279890469,-0.1219,0.3279,0.9017,0.967
0.282469531,-0.1224,0.3254,0.8993,0.964
0.28502349,-0.1226,0.3222,0.8971,0.961
0.287546719,-0.1231,0.3193,0.8951,0.958
0.290130885,-0.1236,0.3166,0.8939,0.956
0.292449323,-0.1246,0.3141,0.8934,0.955
0.294729792,-0.1261,0.3115,0.8932,0.954
0.297429479,-0.1275,0.3093,0.8932,0.954
0.30009125,-0.1290,0.3071,0.8932,0.953
0.302445052,-0.1302,0.3051,0.8929,0.953
0.304810521,-0.1317,0.3032,0.8919,0.951
0.30742099,-0.1326,0.3010,0.8900,0.949
0.30980099,-0.1329,0.2993,0.8875,0.946
0.312578385,-0.1329,0.2975,0.8846,0.943
0.314936979,-0.1322,0.2958,0.8802,0.938
0.31762651,-0.1314,0.2939,0.8751,0.932
0.319721823,-0.1302,0.2917,0.8690,0.926
0.322572187,-0.1292,0.2897,0.8621,0.919
0.325030521,-0.1287,0.2870,0.8553,0.911
0.327289115,-0.1285,0.2848,0.8482,0.904
0.330006302,-0.1282,0.2827,0.8411,0.897
0.332434375,-0.1287,0.2809,0.8343,0.890
0.334784531,-0.1292,0.2797,0.8274,0.883
0.337744323,-0.1302,0.2792,0.8198,0.876
0.340016354,-0.1317,0.2785,0.8123,0.869
0.342447604,-0.1336,0.2778,0.8050,0.862
0.344913437,-0.1356,0.2765,0.7974,0.855
0.347393281,-0.1378,0.2746,0.7891,0.847
0.349855469,-0.1395,0.2722,0.7805,0.838
0.352378958,-0.1409,0.2690,0.7724,0.830
0.354908542,-0.1424,0.2651,0.7639,0.821
0.357470208,-0.1434,0.2609,0.7556,0.812
0.360039792,-0.1446,0.2560,0.7478,0.804
0.362917969,-0.1456,0.2509,0.7402,0.795
0.365037083,-0.1463,0.2458,0.7334,0.787
0.367289427,-0.1476,0.2411,0.7263,0.779
0.369784948,-0.1488,0.2370,0.7200,0.772
0.372644115,-0.1498,0.2331,0.7136,0.765
0.375036979,-0.1507,0.2296,0.7077,0.759
0.377356094,-0.1520,0.2265,0.7026,0.754
0.379886719,-0.1534,0.2235,0.6977,0.749
0.382567865,-0.1551,0.2208,0.6931,0.744
0.384988594,-0.1571,0.2187,0.6887,0.739
0.387352083,-0.1595,0.2167,0.6843,0.735
0.390210208,-0.1625,0.2147,0.6794,0.731
0.392373854,-0.1659,0.2138,0.6745,0.727
0.394919271,-0.1695,0.2133,0.6686,0.722
0.397671198,-0.1734,0.2133,0.6621,0.717
0.399899115,-0.1776,0.2135,0.6549,0.711
0.402478229,-0.1820,0.2147,0.6469,0.705
0.40544776,-0.1861,0.2165,0.6379,0.699
0.407363385,-0.1898,0.2189,0.6271,0.691
0.409886875,-0.1947,0.2218,0.6149,0.682
0.41265625,-0.2008,0.2255,0.6020,0.673
0.415072083,-0.2077,0.2294,0.5880,0.664
0.417338437,-0.2147,0.2328,0.5726,0.654
0.420729323,-0.2226,0.2355,0.5560,0.644
0.422692031,-0.2304,0.2377,0.5382,0.632
0.424908177,-0.2375,0.2392,0.5196,0.619
0.427292812,-0.2440,0.2404,0.5006,0.607
0.429875364,-0.2509,0.2409,0.4820,0.594
