time,X,Y,Z,SVM,,time,X,Y,Z,SVM,,,,,,,,,,,,,,time,X,Y,Z,SVM
0.806725,-0.0137,-1.3362,0.2284,1.356,,0.806725,0.0137,1.3362,0.2284,1.356,,,,,,,,,,,,,,0.1316,0.1316,0.0224,1.5199,1.526
0.811539,0.0677,-1.4502,0.4298,1.514,,0.811539,0.0677,1.4502,0.4298,1.514,,,,,,,,,,,,,,0.1148,0.1148,0.1199,1.6949,1.703
0.816449,0.1836,-1.5487,0.62,1.678,,0.816449,0.1836,1.5487,0.62,1.678,,,,,,,,,,,,,,0.1217,0.1217,0.2058,1.8673,1.883
0.821811,0.2834,-1.616,0.747,1.803,,0.821811,0.2834,1.616,0.747,1.803,,,,,,,,,,,,,,0.1541,0.1541,0.2737,2.0158,2.04
0.827168,0.3744,-1.7171,0.84,1.948,,0.827168,0.3744,1.7171,0.84,1.948,,,,,,,,,,,,,,0.2044,0.2044,0.3244,2.1264,2.161
0.831752,0.4431,-1.7627,0.8438,2.004,,0.831752,0.4431,1.7627,0.8438,2.004,,,,,,,,,,,,,,0.2675,0.2675,0.3585,2.1969,2.242
0.836572,0.5183,-1.8175,0.805,2.054,,0.836572,0.5183,1.8175,0.805,2.054,,,,,,,,,,,,,,0.3239,0.3239,0.384,2.2205,2.277
0.841264,0.5761,-1.8338,0.7119,2.05,,0.841264,0.5761,1.8338,0.7119,2.05,,,,,,,,,,,,,,0.3756,0.3756,0.4036,2.1975,2.266
0.846552,0.6264,-1.8689,0.5812,2.055,,0.846552,0.6264,1.8689,0.5812,2.055,,,,,,,,,,,,,,0.4176,0.4176,0.4298,2.1232,2.206
0.851959,0.6577,-1.8749,0.4728,2.042,,0.851959,0.6577,1.8749,0.4728,2.042,,,,,,,,,,,,,,0.4542,0.4542,0.4557,2.0099,2.11
0.85665,0.7106,-1.8396,0.3459,2.002,,0.85665,0.7106,1.8396,0.3459,2.002,,,,,,,,,,,,,,0.4875,0.4875,0.4718,1.8481,1.969
0.861288,0.783,-1.7577,0.2219,1.937,,0.861288,0.783,1.7577,0.2219,1.937,,,,,,,,,,,,,,0.5243,0.5243,0.4875,1.6498,1.798
0.866676,0.8129,-1.7007,0.0744,1.886,,0.866676,0.8129,1.7007,0.0744,1.886,,,,,,,,,,,,,,0.565,0.565,0.493,1.4126,1.599
0.871955,0.8025,-1.6155,-0.0417,1.804,,0.871955,0.8025,1.6155,0.0417,1.804,,,,,,,,,,,,,,0.598,0.598,0.4927,1.1463,1.384
0.876304,0.7734,-1.5091,-0.1169,1.7,,0.876304,0.7734,1.5091,0.1169,1.7,,,,,,,,,,,,,,0.622,0.622,0.4885,0.8579,1.167
0.881632,0.7491,-1.4389,-0.2111,1.636,,0.881632,0.7491,1.4389,0.2111,1.636,,,,,,,,,,,,,,0.6355,0.6355,0.4776,0.5545,0.969
0.886511,0.6697,-1.3353,-0.2908,1.522,,0.886511,0.6697,1.3353,0.2908,1.522,,,,,,,,,,,,,,0.639,0.639,0.4641,0.248,0.828
0.891361,0.631,-1.2843,-0.4039,1.487,,0.891361,0.631,1.2843,0.4039,1.487,,,,,,,,,,,,,,0.6356,0.6356,0.4402,0.0594,0.775
0.896707,0.5827,-1.2354,-0.4811,1.448,,0.896707,0.5827,1.2354,0.4811,1.448,,,,,,,,,,,,,,0.6376,0.6376,0.4171,0.3656,0.845
0.90119,0.5958,-1.1883,-0.4938,1.418,,0.90119,0.5958,1.1883,0.4938,1.418,,,,,,,,,,,,,,0.6526,0.6526,0.3942,0.6637,1.011
0.906619,0.5864,-1.119,-0.5473,1.377,,0.906619,0.5864,1.119,0.5473,1.377,,,,,,,,,,,,,,0.6783,0.6783,0.3684,0.9442,1.22
0.911755,0.5873,-1.063,-0.6083,1.358,,0.911755,0.5873,1.063,0.6083,1.358,,,,,,,,,,,,,,0.7129,0.7129,0.3345,1.2074,1.441
0.91653,0.5628,-1.0416,-0.6529,1.352,,0.91653,0.5628,1.0416,0.6529,1.352,,,,,,,,,,,,,,0.7521,0.7521,0.3087,1.4584,1.67
0.921381,0.5511,-1.033,-0.7075,1.368,,0.921381,0.5511,1.033,0.7075,1.368,,,,,,,,,,,,,,0.7989,0.7989,0.2906,1.6925,1.894
0.928359,0.5404,-1.0061,-0.7816,1.384,,0.928359,0.5404,1.0061,0.7816,1.384,,,,,,,,,,,,,,0.856,0.856,0.2844,1.91,2.112
0.931425,0.5307,-0.9946,-0.8011,1.383,,0.931425,0.5307,0.9946,0.8011,1.383,,,,,,,,,,,,,,0.9283,0.9283,0.2943,2.1088,2.323
0.936401,0.5202,-0.9986,-0.8664,1.421,,0.936401,0.5202,0.9986,0.8664,1.421,,,,,,,,,,,,,,1.0015,1.0015,0.3125,2.2892,2.518
0.941914,0.5115,-1.0132,-0.9271,1.466,,0.941914,0.5115,1.0132,0.9271,1.466,,,,,,,,,,,,,,1.078,1.078,0.3388,2.4489,2.697
0.946842,0.4765,-1.0077,-0.9713,1.479,,0.946842,0.4765,1.0077,0.9713,1.479,,,,,,,,,,,,,,1.1523,1.1523,0.3728,2.5762,2.847
0.952587,0.4253,-1.0227,-0.9823,1.48,,0.952587,0.4253,1.0227,0.9823,1.48,,,,,,,,,,,,,,1.2117,1.2117,0.3977,2.6641,2.954
0.956674,0.3748,-1.0609,-0.9815,1.493,,0.956674,0.3748,1.0609,0.9815,1.493,,,,,,,,,,,,,,1.2532,1.2532,0.4163,2.703,3.008
0.961267,0.3325,-1.0985,-0.9689,1.502,,0.961267,0.3325,1.0985,0.9689,1.502,,,,,,,,,,,,,,1.2759,1.2759,0.4309,2.6834,3.002
0.966393,0.3245,-1.0878,-0.9636,1.489,,0.966393,0.3245,1.0878,0.9636,1.489,,,,,,,,,,,,,,1.2764,1.2764,0.4519,2.6054,2.936
0.971865,0.322,-1.0819,-0.9487,1.475,,0.971865,0.322,1.0819,0.9487,1.475,,,,,,,,,,,,,,1.2606,1.2606,0.4796,2.4665,2.811
0.977356,0.2845,-1.1216,-0.9577,1.502,,0.977356,0.2845,1.1216,0.9577,1.502,,,,,,,,,,,,,,1.2322,1.2322,0.524,2.2787,2.643
0.981474,0.2884,-1.1088,-0.9547,1.491,,0.981474,0.2884,1.1088,0.9547,1.491,,,,,,,,,,,,,,1.1998,1.1998,0.5715,2.0634,2.454
0.987175,0.3023,-1.1322,-1.0113,1.548,,0.987175,0.3023,1.1322,1.0113,1.548,,,,,,,,,,,,,,1.1636,1.1636,0.6129,1.8419,2.263
0.991457,0.3073,-1.1056,-1.075,1.572,,0.991457,0.3073,1.1056,1.075,1.572,,,,,,,,,,,,,,1.1264,1.1264,0.6557,1.6309,2.088
0.996444,0.2962,-1.0983,-1.1481,1.616,,0.996444,0.2962,1.0983,1.1481,1.616,,,,,,,,,,,,,,1.0989,1.0989,0.6935,1.4443,1.943
1.001847,0.3165,-1.0884,-1.2308,1.673,,1.001847,0.3165,1.0884,1.2308,1.673,,,,,,,,,,,,,,1.082,1.082,0.7314,1.2868,1.833
1.006561,0.354,-1.0805,-1.335,1.754,,1.006561,0.354,1.0805,1.335,1.754,,,,,,,,,,,,,,1.077,1.077,0.7724,1.1652,1.765
1.011972,0.3366,-1.091,-1.4345,1.833,,1.011972,0.3366,1.091,1.4345,1.833,,,,,,,,,,,,,,1.0821,1.0821,0.8075,1.0768,1.727
1.016628,0.341,-1.0719,-1.4982,1.873,,1.016628,0.341,1.0719,1.4982,1.873,,,,,,,,,,,,,,1.0812,1.0812,0.8465,1.0167,1.709
1.021663,0.3547,-1.0492,-1.5647,1.917,,1.021663,0.3547,1.0492,1.5647,1.917,,,,,,,,,,,,,,1.0842,1.0842,0.8848,0.9848,1.711
1.027096,0.421,-1.0422,-1.5955,1.952,,1.027096,0.421,1.0422,1.5955,1.952,,,,,,,,,,,,,,1.0842,1.0842,0.9294,0.981,1.733
1.031626,0.4581,-1.0363,-1.5979,1.959,,1.031626,0.4581,1.0363,1.5979,1.959,,,,,,,,,,,,,,1.0808,1.0808,0.9472,0.9957,1.748
1.036684,0.516,-0.9743,-1.603,1.946,,1.036684,0.516,0.9743,1.603,1.946,,,,,,,,,,,,,,1.0832,1.0832,0.9002,1.0407,1.751
1.041357,0.5609,-0.9662,-1.6084,1.958,,1.041357,0.5609,0.9662,1.6084,1.958,,,,,,,,,,,,,,1.0322,1.0322,0.8428,1.0851,1.719
1.046917,0.6099,-0.9358,-1.6022,1.953,,1.046917,0.6099,0.9358,1.6022,1.953,,,,,,,,,,,,,,0.9278,0.9278,0.7841,1.153,1.675
1.051678,0.6175,-0.9525,-1.5865,1.951,,1.051678,0.6175,0.9525,1.5865,1.951,,,,,,,,,,,,,,0.7872,0.7872,0.7313,1.2252,1.63
1.056532,0.6081,-0.9543,-1.5495,1.919,,1.056532,0.6081,0.9543,1.5495,1.919,,,,,,,,,,,,,,0.6335,0.6335,0.6699,1.2993,1.593
1.062044,0.5868,-0.9247,-1.5317,1.883,,1.062044,0.5868,0.9247,1.5317,1.883,,,,,,,,,,,,,,0.4807,0.4807,0.5901,1.3778,1.574
1.066455,0.5752,-0.9023,-1.502,1.844,,1.066455,0.5752,0.9023,1.502,1.844,,,,,,,,,,,,,,0.3406,0.3406,0.485,1.4511,1.567
1.071608,0.5877,-0.8655,-1.4627,1.798,,1.071608,0.5877,0.8655,1.4627,1.798,,,,,,,,,,,,,,0.2111,0.2111,0.3739,1.5048,1.565
1.076616,0.6342,-0.8173,-1.421,1.758,,1.076616,0.6342,0.8173,1.421,1.758,,,,,,,,,,,,,,0.1108,0.1108,0.2684,1.5534,1.58
1.081353,0.6691,-0.8127,-1.391,1.744,,1.081353,0.6691,0.8127,1.391,1.744,,,,,,,,,,,,,,0.0415,0.0415,0.1844,1.5996,1.611
1.086949,0.6548,-0.7803,-1.3872,1.721,,1.086949,0.6548,0.7803,1.3872,1.721,,,,,,,,,,,,,,0.0002,0.0002,0.1166,1.6484,1.652
1.091775,0.6584,-0.7583,-1.3856,1.711,,1.091775,0.6584,0.7583,1.3856,1.711,,,,,,,,,,,,,,0.018,0.018,0.0528,1.6901,1.691
1.096536,0.6495,-0.6776,-1.3645,1.656,,1.096536,0.6495,0.6776,1.3645,1.656,,,,,,,,,,,,,,0.0226,0.0226,0.0121,1.7298,1.73
1.103569,0.6117,-0.6051,-1.3576,1.607,,1.103569,0.6117,0.6051,1.3576,1.607,,,,,,,,,,,,,,0.0202,0.0202,0.0803,1.7602,1.762
1.107169,0.5832,-0.5455,-1.3146,1.538,,1.107169,0.5832,0.5455,1.3146,1.538,,,,,,,,,,,,,,0.0207,0.0207,0.1543,1.7743,1.781
1.111698,0.5547,-0.4868,-1.2594,1.46,,1.111698,0.5547,0.4868,1.2594,1.46,,,,,,,,,,,,,,0.0237,0.0237,0.2318,1.7695,1.785
1.116161,0.5283,-0.4146,-1.1707,1.35,,1.116161,0.5283,0.4146,1.1707,1.35,,,,,,,,,,,,,,0.0295,0.0295,0.3076,1.746,1.773
1.121876,0.4874,-0.3625,-1.034,1.199,,1.121876,0.4874,0.3625,1.034,1.199,,,,,,,,,,,,,,0.0358,0.0358,0.3718,1.6869,1.728
1.126586,0.4197,-0.3018,-0.914,1.05,,1.126586,0.4197,0.3018,0.914,1.05,,,,,,,,,,,,,,0.0422,0.0422,0.4215,1.5945,1.65
1.131443,0.3702,-0.266,-0.7963,0.918,,1.131443,0.3702,0.266,0.7963,0.918,,,,,,,,,,,,,,0.053,0.053,0.454,1.4807,1.55
1.137113,0.3649,-0.2334,-0.7095,0.831,,1.137113,0.3649,0.2334,0.7095,0.831,,,,,,,,,,,,,,0.0587,0.0587,0.4861,1.3504,1.436
1.141624,0.3338,-0.2351,-0.6131,0.737,,1.141624,0.3338,0.2351,0.6131,0.737,,,,,,,,,,,,,,0.0573,0.0573,0.5223,1.1987,1.309
1.146586,0.3555,-0.2208,-0.4998,0.652,,1.146586,0.3555,0.2208,0.4998,0.652,,,,,,,,,,,,,,0.0591,0.0591,0.5648,1.0327,1.179
1.151778,0.4056,-0.2356,-0.3985,0.615,,1.151778,0.4056,0.2356,0.3985,0.615,,,,,,,,,,,,,,0.0583,0.0583,0.6187,0.8766,1.075
1.156808,0.4603,-0.2605,-0.357,0.638,,1.156808,0.4603,0.2605,0.357,0.638,,,,,,,,,,,,,,0.0521,0.0521,0.6958,0.7063,0.993
1.161538,0.4879,-0.2861,-0.2674,0.626,,1.161538,0.4879,0.2861,0.2674,0.626,,,,,,,,,,,,,,0.0341,0.0341,0.7887,0.5219,0.946
1.166801,0.5118,-0.3095,-0.1803,0.625,,1.166801,0.5118,0.3095,0.1803,0.625,,,,,,,,,,,,,,0.0024,0.0024,0.8996,0.3209,0.955
1.171624,0.5653,-0.3262,-0.1219,0.664,,1.171624,0.5653,0.3262,0.1219,0.664,,,,,,,,,,,,,,0.0166,0.0166,0.9949,0.12,1.002
1.176559,0.61,-0.343,-0.085,0.705,,1.176559,0.61,0.343,0.085,0.705,,,,,,,,,,,,,,0.039,0.039,1.0746,0.0616,1.077
1.181747,0.6483,-0.341,-0.0433,0.734,,1.181747,0.6483,0.341,0.0433,0.734,,,,,,,,,,,,,,0.0691,0.0691,1.1555,0.2383,1.182
1.186825,0.6562,-0.3414,-0.0447,0.741,,1.186825,0.6562,0.3414,0.0447,0.741,,,,,,,,,,,,,,0.0969,0.0969,1.2116,0.3982,1.279
1.191893,0.6531,-0.3517,-0.0508,0.743,,1.191893,0.6531,0.3517,0.0508,0.743,,,,,,,,,,,,,,0.1274,0.1274,1.2696,0.5434,1.387
1.196878,0.6769,-0.3216,-0.0138,0.75,,1.196878,0.6769,0.3216,0.0138,0.75,,,,,,,,,,,,,,0.1642,0.1642,1.3271,0.7028,1.511
1.201461,0.6583,-0.2488,0.0065,0.704,,1.201461,0.6583,0.2488,0.0065,0.704,,,,,,,,,,,,,,0.1903,0.1903,1.3723,0.8643,1.633
1.206825,0.6286,-0.2194,0.034,0.667,,1.206825,0.6286,0.2194,0.034,0.667,,,,,,,,,,,,,,0.2124,0.2124,1.4025,1.0376,1.757
1.212123,0.6122,-0.1878,0.0233,0.641,,1.212123,0.6122,0.1878,0.0233,0.641,,,,,,,,,,,,,,0.2373,0.2373,1.4859,1.317,2
1.216556,0.593,-0.1302,0.0078,0.607,,1.216556,0.593,0.1302,0.0078,0.607,,,,,,,,,,,,,,0.2279,0.2279,1.5175,1.5851,2.206
1.222054,0.5856,-0.137,-0.0005,0.601,,1.222054,0.5856,0.137,0.0005,0.601,,,,,,,,,,,,,,0.1945,0.1945,1.513,1.8391,2.389
1.227004,0.5758,-0.1151,0.0174,0.587,,1.227004,0.5758,0.1151,0.0174,0.587,,,,,,,,,,,,,,0.1753,0.1753,1.5139,2.0645,2.566
1.231481,0.5663,-0.136,0.0425,0.584,,1.231481,0.5663,0.136,0.0425,0.584,,,,,,,,,,,,,,0.165,0.165,1.5351,2.2396,2.72
1.236667,0.5643,-0.166,0.1248,0.601,,1.236667,0.5643,0.166,0.1248,0.601,,,,,,,,,,,,,,0.1509,0.1509,1.5767,2.3599,2.842
1.241803,0.5579,-0.1789,0.1902,0.616,,1.241803,0.5579,0.1789,0.1902,0.616,,,,,,,,,,,,,,0.1261,0.1261,1.6365,2.4468,2.946
1.246949,0.5422,-0.2059,0.2913,0.649,,1.246949,0.5422,0.2059,0.2913,0.649,,,,,,,,,,,,,,0.0818,0.0818,1.6933,2.4884,3.011
1.2515,0.5052,-0.2232,0.4352,0.703,,1.2515,0.5052,0.2232,0.4352,0.703,,,,,,,,,,,,,,0.0356,0.0356,1.7521,2.5085,3.06
1.256922,0.4972,-0.2837,0.5719,0.809,,1.256922,0.4972,0.2837,0.5719,0.809,,,,,,,,,,,,,,0.0195,0.0195,1.8129,2.5001,3.088
1.2618,0.4942,-0.2992,0.711,0.916,,1.2618,0.4942,0.2992,0.711,0.916,,,,,,,,,,,,,,0.0736,0.0736,1.8808,2.4655,3.102
1.267302,0.5075,-0.3441,0.9122,1.099,,1.267302,0.5075,0.3441,0.9122,1.099,,,,,,,,,,,,,,0.1287,0.1287,1.9511,2.4094,3.103
1.27206,0.5584,-0.3805,1.0729,1.268,,1.27206,0.5584,0.3805,1.0729,1.268,,,,,,,,,,,,,,0.1917,0.1917,2.0028,2.3293,3.078
1.276644,0.6159,-0.3894,1.1978,1.402,,1.276644,0.6159,0.3894,1.1978,1.402,,,,,,,,,,,,,,0.2605,0.2605,2.0295,2.2418,3.035
1.281693,0.6634,-0.393,1.2777,1.492,,1.281693,0.6634,0.393,1.2777,1.492,,,,,,,,,,,,,,0.3473,0.3473,2.02,2.149,2.97
1.287218,0.7175,-0.3363,1.3365,1.554,,1.287218,0.7175,0.3363,1.3365,1.554,,,,,,,,,,,,,,0.4428,0.4428,1.9846,2.0697,2.901
1.291881,0.7706,-0.2818,1.3504,1.58,,1.291881,0.7706,0.2818,1.3504,1.58,,,,,,,,,,,,,,0.5471,0.5471,1.9099,2.0037,2.822
1.296948,0.8156,-0.2319,1.3075,1.558,,1.296948,0.8156,0.2319,1.3075,1.558,,,,,,,,,,,,,,0.6431,0.6431,1.8208,1.9768,2.763
1.301784,0.8693,-0.1434,1.172,1.466,,1.301784,0.8693,0.1434,1.172,1.466,,,,,,,,,,,,,,0.7173,0.7173,1.7106,1.984,2.716
1.306703,0.9131,-0.0686,1.0371,1.384,,1.306703,0.9131,0.0686,1.0371,1.384,,,,,,,,,,,,,,0.7654,0.7654,1.5819,2.0395,2.692
1.312443,0.9424,0.0003,0.9076,1.308,,1.312443,0.9424,0.0003,0.9076,1.308,,,,,,,,,,,,,,0.7932,0.7932,1.4394,2.1529,2.708
1.317304,0.8906,0.0184,0.7282,1.151,,1.317304,0.8906,0.0184,0.7282,1.151,,,,,,,,,,,,,,0.8014,0.8014,1.2966,2.3219,2.778
1.321672,0.8299,0.0391,0.5945,1.022,,1.321672,0.8299,0.0391,0.5945,1.022,,,,,,,,,,,,,,0.7994,0.7994,1.141,2.5444,2.901
1.327265,0.7628,0.0679,0.4702,0.899,,1.327265,0.7628,0.0679,0.4702,0.899,,,,,,,,,,,,,,0.7891,0.7891,0.979,2.8084,3.077
1.332275,0.6895,0.0478,0.3506,0.775,,1.332275,0.6895,0.0478,0.3506,0.775,,,,,,,,,,,,,,0.7748,0.7748,0.8052,3.1,3.295
1.336936,0.6197,0.0536,0.2927,0.687,,1.336936,0.6197,0.0536,0.2927,0.687,,,,,,,,,,,,,,0.7517,0.7517,0.6117,3.3977,3.533
1.341744,0.5417,0.0521,0.2557,0.601,,1.341744,0.5417,0.0521,0.2557,0.601,,,,,,,,,,,,,,0.7408,0.7408,0.3901,3.6876,3.781
1.347017,0.4649,0.0102,0.2562,0.531,,1.347017,0.4649,0.0102,0.2562,0.531,,,,,,,,,,,,,,0.7367,0.7367,0.1537,3.963,4.034
1.351645,0.4225,-0.0672,0.2966,0.521,,1.351645,0.4225,0.0672,0.2966,0.521,,,,,,,,,,,,,,0.7557,0.7557,0.075,4.2219,4.29
1.356786,0.3375,-0.1489,0.3983,0.543,,1.356786,0.3375,0.1489,0.3983,0.543,,,,,,,,,,,,,,0.7899,0.7899,0.3022,4.4505,4.53
1.361964,0.2546,-0.2014,0.5301,0.622,,1.361964,0.2546,0.2014,0.5301,0.622,,,,,,,,,,,,,,0.846,0.846,0.5292,4.6469,4.753
1.367428,0.1661,-0.2775,0.668,0.742,,1.367428,0.1661,0.2775,0.668,0.742,,,,,,,,,,,,,,0.9187,0.9187,0.7453,4.778,4.922
1.371946,0.0718,-0.3394,0.7765,0.85,,1.371946,0.0718,0.3394,0.7765,0.85,,,,,,,,,,,,,,0.9978,0.9978,0.9377,4.8276,5.018
1.377186,-0.0261,-0.3968,0.9248,1.007,,1.377186,0.0261,0.3968,0.9248,1.007,,,,,,,,,,,,,,1.0811,1.0811,1.0957,4.7917,5.033
1.381591,-0.1156,-0.3905,1.0175,1.096,,1.381591,0.1156,0.3905,1.0175,1.096,,,,,,,,,,,,,,1.1756,1.1756,1.2346,4.6562,4.958
1.386944,-0.206,-0.3877,1.0978,1.182,,1.386944,0.206,0.3877,1.0978,1.182,,,,,,,,,,,,,,1.2765,1.2765,1.3574,4.4314,4.807
1.392428,-0.3089,-0.3527,1.1537,1.245,,1.392428,0.3089,0.3527,1.1537,1.245,,,,,,,,,,,,,,1.3934,1.3934,1.4808,4.1365,4.609
1.396725,-0.455,-0.3716,1.2116,1.346,,1.396725,0.455,0.3716,1.2116,1.346,,,,,,,,,,,,,,1.5198,1.5198,1.6063,3.7787,4.378
1.401586,-0.608,-0.4107,1.2475,1.447,,1.401586,0.608,0.4107,1.2475,1.447,,,,,,,,,,,,,,1.6404,1.6404,1.721,3.3867,4.138
1.407056,-0.83,-0.4841,1.2997,1.616,,1.407056,0.83,0.4841,1.2997,1.616,,,,,,,,,,,,,,1.7666,1.7666,1.8259,2.9509,3.894
1.41206,-1.061,-0.6323,1.3824,1.854,,1.41206,1.061,0.6323,1.3824,1.854,,,,,,,,,,,,,,1.8945,1.8945,1.9171,2.4875,3.668
1.41716,-1.2675,-0.7905,1.5339,2.141,,1.41716,1.2675,0.7905,1.5339,2.141,,,,,,,,,,,,,,2.0248,2.0248,1.9906,2.0011,3.474
1.422057,-1.4069,-0.9615,1.6849,2.396,,1.422057,1.4069,0.9615,1.6849,2.396,,,,,,,,,,,,,,2.1412,2.1412,2.0565,1.5005,3.326
1.426997,-1.5319,-1.1742,1.8808,2.695,,1.426997,1.5319,1.1742,1.8808,2.695,,,,,,,,,,,,,,2.2344,2.2344,2.125,1.0019,3.242
1.432058,-1.5519,-1.3985,2.0836,2.951,,1.432058,1.5519,1.3985,2.0836,2.951,,,,,,,,,,,,,,2.2976,2.2976,2.2038,0.5238,3.226
1.437144,-1.5007,-1.5684,2.3415,3.193,,1.437144,1.5007,1.5684,2.3415,3.193,,,,,,,,,,,,,,2.3334,2.3334,2.2865,0.0724,3.268
1.442477,-1.3765,-1.7307,2.5375,3.366,,1.442477,1.3765,1.7307,2.5375,3.366,,,,,,,,,,,,,,2.3514,2.3514,2.3689,0.3433,3.355
1.447555,-1.2614,-1.8724,2.6817,3.505,,1.447555,1.2614,1.8724,2.6817,3.505,,,,,,,,,,,,,,2.3683,2.3683,2.4474,0.7172,3.48
1.452154,-1.0892,-1.9851,2.6908,3.517,,1.452154,1.0892,1.9851,2.6908,3.517,,,,,,,,,,,,,,2.3836,2.3836,2.5114,1.0497,3.618
1.456619,-0.8887,-2.1034,2.6107,3.468,,1.456619,0.8887,2.1034,2.6107,3.468,,,,,,,,,,,,,,2.394,2.394,2.5481,1.3417,3.745
1.461979,-0.7482,-2.1869,2.3315,3.283,,1.461979,0.7482,2.1869,2.3315,3.283,,,,,,,,,,,,,,2.3893,2.3893,2.5644,1.5934,3.85
1.467065,-0.6351,-2.2619,1.954,3.056,,1.467065,0.6351,2.2619,1.954,3.056,,,,,,,,,,,,,,2.3617,2.3617,2.5605,1.8002,3.921
1.471762,-0.5268,-2.2751,1.4373,2.742,,1.471762,0.5268,2.2751,1.4373,2.742,,,,,,,,,,,,,,2.3108,2.3108,2.5439,1.9575,3.955
1.47691,-0.4315,-2.2493,0.9082,2.464,,1.47691,0.4315,2.2493,0.9082,2.464,,,,,,,,,,,,,,2.2411,2.2411,2.5081,2.0722,3.951
1.481969,-0.382,-2.143,0.45,2.223,,1.481969,0.382,2.143,0.45,2.223,,,,,,,,,,,,,,2.1638,2.1638,2.473,2.1538,3.929
1.487028,-0.3875,-2.0219,-0.0143,2.059,,1.487028,0.3875,2.0219,0.0143,2.059,,,,,,,,,,,,,,2.0757,2.0757,2.435,2.2018,3.884
1.491911,-0.3998,-1.8682,-0.4131,1.955,,1.491911,0.3998,1.8682,0.4131,1.955,,,,,,,,,,,,,,1.979,1.979,2.3999,2.2136,3.818
1.497341,-0.4426,-1.6735,-0.7638,1.892,,1.497341,0.4426,1.6735,0.7638,1.892,,,,,,,,,,,,,,1.8786,1.8786,2.3617,2.2005,3.735
1.501842,-0.5114,-1.5183,-1.0235,1.901,,1.501842,0.5114,1.5183,1.0235,1.901,,,,,,,,,,,,,,1.7746,1.7746,2.3237,2.1623,3.637
1.507012,-0.5823,-1.3373,-1.2023,1.89,,1.507012,0.5823,1.3373,1.2023,1.89,,,,,,,,,,,,,,1.6722,1.6722,2.2846,2.1104,3.531
1.512416,-0.6556,-1.1875,-1.3074,1.884,,1.512416,0.6556,1.1875,1.3074,1.884,,,,,,,,,,,,,,1.574,1.574,2.2454,2.0444,3.42
1.517044,-0.7555,-1.0876,-1.3104,1.863,,1.517044,0.7555,1.0876,1.3104,1.863,,,,,,,,,,,,,,1.4828,1.4828,2.2093,1.9782,3.316
1.527228,-0.8585,-0.9827,-1.3047,1.845,,1.527228,0.8585,0.9827,1.3047,1.845,,,,,,,,,,,,,,1.3891,1.3891,2.1768,1.9212,3.219
1.528003,-0.9153,-0.923,-1.2449,1.8,,1.528003,0.9153,0.923,1.2449,1.8,,,,,,,,,,,,,,1.2952,1.2952,2.1486,1.8731,3.131
1.53196,-0.9289,-0.9039,-1.126,1.717,,1.53196,0.9289,0.9039,1.126,1.717,,,,,,,,,,,,,,1.2107,1.2107,2.1203,1.8337,3.054
1.539557,-0.9237,-0.909,-1.02,1.649,,1.539557,0.9237,0.909,1.02,1.649,,,,,,,,,,,,,,1.1306,1.1306,2.0875,1.8027,2.981
1.542949,-0.9003,-0.8764,-0.8931,1.541,,1.542949,0.9003,0.8764,0.8931,1.541,,,,,,,,,,,,,,1.0525,1.0525,2.0647,1.7826,2.924
1.547393,-0.8874,-0.9117,-0.7859,1.495,,1.547393,0.8874,0.9117,0.7859,1.495,,,,,,,,,,,,,,0.9784,0.9784,2.0446,1.7734,2.878
1.551823,-0.854,-0.9244,-0.6887,1.435,,1.551823,0.854,0.9244,0.6887,1.435,,,,,,,,,,,,,,0.9078,0.9078,2.0295,1.7822,2.849
1.557247,-0.8431,-0.9267,-0.6254,1.4,,1.557247,0.8431,0.9267,0.6254,1.4,,,,,,,,,,,,,,0.8406,0.8406,2.0094,1.814,2.835
1.561992,-0.8404,-0.9571,-0.5934,1.405,,1.561992,0.8404,0.9571,0.5934,1.405,,,,,,,,,,,,,,0.7789,0.7789,1.9887,1.8691,2.838
1.566857,-0.834,-0.9561,-0.5854,1.397,,1.566857,0.834,0.9561,0.5854,1.397,,,,,,,,,,,,,,0.7249,0.7249,1.9645,1.9427,2.856
1.571933,-0.85,-0.9308,-0.5752,1.386,,1.571933,0.85,0.9308,0.5752,1.386,,,,,,,,,,,,,,0.6764,0.6764,1.9313,2.0375,2.888
1.576748,-0.8716,-0.9532,-0.632,1.438,,1.576748,0.8716,0.9532,0.632,1.438,,,,,,,,,,,,,,0.6378,0.6378,1.8933,2.1563,2.94
1.581877,-0.9105,-0.9131,-0.6959,1.465,,1.581877,0.9105,0.9131,0.6959,1.465,,,,,,,,,,,,,,0.6072,0.6072,1.8475,2.2872,3.002
1.587365,-0.9282,-0.8752,-0.7264,1.468,,1.587365,0.9282,0.8752,0.7264,1.468,,,,,,,,,,,,,,0.5801,0.5801,1.7955,2.4209,3.069
1.59238,-0.9101,-0.8394,-0.7832,1.465,,1.59238,0.9101,0.8394,0.7832,1.465,,,,,,,,,,,,,,0.552,0.552,1.7321,2.5554,3.136
1.597456,-0.8753,-0.8297,-0.8329,1.466,,1.597456,0.8753,0.8297,0.8329,1.466,,,,,,,,,,,,,,0.5303,0.5303,1.6519,2.6909,3.202
1.602819,-0.8166,-0.7914,-0.8729,1.434,,1.602819,0.8166,0.7914,0.8729,1.434,,,,,,,,,,,,,,0.5147,0.5147,1.5548,2.825,3.265
