time,gFx,gFy,gFz,TgF
0.001264532,-0.1976,0.3183,0.8536,0.932
0.001582865,-0.1959,0.3171,0.8511,0.929
0.00321948,-0.1959,0.3183,0.8511,0.930
0.007402657,-0.1944,0.3183,0.8509,0.929
0.008458073,-0.1918,0.3191,0.8497,0.928
0.010820573,-0.1879,0.3193,0.8480,0.925
0.012986459,-0.1837,0.3196,0.8448,0.922
0.015714584,-0.1822,0.3227,0.8433,0.921
0.018041615,-0.1830,0.3217,0.8421,0.920
0.020417709,-0.1832,0.3213,0.8399,0.918
0.023146146,-0.1825,0.3217,0.8372,0.915
0.027090157,-0.1827,0.3213,0.8372,0.915
0.028248646,-0.1835,0.3205,0.8360,0.914
0.030565157,-0.1830,0.3220,0.8353,0.914
0.033040105,-0.1832,0.3225,0.8372,0.916
0.035426823,-0.1818,0.3237,0.8397,0.918
0.038424427,-0.1805,0.3252,0.8414,0.920
0.040495521,-0.1793,0.3249,0.8450,0.923
0.043058855,-0.1764,0.3227,0.8489,0.925
0.046877188,-0.1730,0.3225,0.8502,0.926
0.04835724,-0.1715,0.3222,0.8514,0.926
0.050484532,-0.1686,0.3196,0.8489,0.923
0.053104584,-0.1656,0.3166,0.8477,0.920
0.05575224,-0.1605,0.3071,0.8440,0.912
0.058073021,-0.1554,0.2980,0.8392,0.904
0.060456302,-0.1537,0.2936,0.8343,0.898
0.063110573,-0.1532,0.2910,0.8311,0.894
0.066965365,-0.1542,0.2890,0.8240,0.887
0.06825224,-0.1568,0.2885,0.8206,0.884
0.07038849,-0.1610,0.2922,0.8186,0.884
0.07299,-0.1656,0.2944,0.8179,0.885
0.07549375,-0.1730,0.2975,0.8167,0.886
0.078018282,-0.1796,0.3024,0.8167,0.889
0.081845261,-0.1849,0.3034,0.8196,0.893
0.083431459,-0.1898,0.3068,0.8167,0.893
0.087116771,-0.1932,0.3139,0.8101,0.890
0.088357084,-0.1966,0.3174,0.8074,0.890
0.090581198,-0.2023,0.3193,0.8062,0.890
0.092942761,-0.2084,0.3217,0.8101,0.896
0.095362552,-0.2145,0.3232,0.8115,0.899
0.098399844,-0.2211,0.3230,0.8150,0.904
0.100576407,-0.2257,0.3259,0.8169,0.908
0.102890677,-0.2326,0.3261,0.8152,0.908
0.106879792,-0.2406,0.3266,0.8140,0.909
0.109292448,-0.2460,0.3308,0.8113,0.910
0.110519271,-0.2521,0.3303,0.8052,0.906
0.113720625,-0.2587,0.3330,0.7974,0.902
0.115741823,-0.2651,0.3335,0.7898,0.897
0.118026094,-0.2697,0.3340,0.7842,0.894
0.120522136,-0.2734,0.3357,0.7774,0.890
0.123089636,-0.2756,0.3366,0.7732,0.887
0.126865209,-0.2778,0.3362,0.7700,0.885
0.128680469,-0.2790,0.3342,0.7685,0.883
0.130658594,-0.2775,0.3293,0.7671,0.880
0.133104271,-0.2748,0.3247,0.7646,0.875
0.135524375,-0.2722,0.3203,0.7622,0.870
0.138506094,-0.2682,0.3146,0.7639,0.869
0.140618802,-0.2648,0.3093,0.7651,0.867
0.143241823,-0.2626,0.3046,0.7695,0.868
0.146872813,-0.2631,0.3005,0.7749,0.872
0.14835073,-0.2641,0.2936,0.7796,0.874
0.150538282,-0.2665,0.2868,0.7869,0.879
0.152975209,-0.2658,0.2807,0.7959,0.885
0.155567605,-0.2648,0.2729,0.8057,0.891
0.158288386,-0.2643,0.2668,0.8169,0.899
0.160572657,-0.2631,0.2617,0.8279,0.907
0.163585157,-0.2617,0.2577,0.8389,0.916
0.16688599,-0.2621,0.2523,0.8489,0.924
0.16813948,-0.2626,0.2494,0.8599,0.933
0.170461771,-0.2631,0.2480,0.8704,0.943
0.173331823,-0.2634,0.2455,0.8792,0.950
