time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.196863,-0.3199,0.6046,-0.5543,0.880
0.201516,-0.2624,0.5472,-0.6320,0.876
0.206266,-0.2218,0.4422,-0.6852,0.845
0.211445,-0.2120,0.3211,-0.6808,0.782
0.216483,-0.2496,0.4254,-0.8766,1.006
0.221304,-0.2838,0.5182,-0.8936,1.071
0.226537,-0.3917,0.5736,-0.9566,1.182
0.231391,-0.5184,0.6778,-1.0322,1.339
0.236893,-0.6117,0.7949,-1.0372,1.443
0.241628,-0.6338,0.8437,-0.9839,1.443
0.246566,-0.7085,0.8816,-0.9342,1.467
0.251375,-0.7435,0.8847,-0.9449,1.493
0.257102,-0.7847,0.8101,-1.1032,1.578
0.261394,-0.7740,0.6940,-1.1894,1.580
0.266372,-0.6810,0.6365,-1.1585,1.487
0.271540,-0.5752,0.5869,-1.0779,1.355
0.276611,-0.4662,0.5570,-0.9597,1.204
0.281752,-0.3924,0.4802,-0.8566,1.058
0.286723,-0.3563,0.4448,-0.7614,0.951
0.291705,-0.3641,0.4361,-0.6834,0.889
0.297507,-0.3251,0.4512,-0.6151,0.829
0.301731,-0.3583,0.4489,-0.4992,0.761
0.306260,-0.2569,0.4076,-0.3287,0.583
0.311162,-0.3121,0.2870,-0.2584,0.496
0.316893,-0.3546,0.2087,-0.1284,0.431
0.321471,-0.3932,0.1679,-0.0249,0.428
0.326294,-0.3929,0.2314,0.0519,0.459
0.331716,-0.3905,0.3061,0.0664,0.501
0.336599,-0.4217,0.3897,0.0427,0.576
0.341512,-0.4627,0.4156,0.0523,0.624
0.346693,-0.5084,0.4292,0.0404,0.667
0.351247,-0.5581,0.4185,0.0097,0.698
0.356689,-0.5448,0.3932,-0.0088,0.672
0.361866,-0.5339,0.3817,-0.0315,0.657
0.366424,-0.4483,0.3479,-0.0393,0.569
0.371435,-0.3375,0.3511,-0.0486,0.489
0.377752,-0.2131,0.3648,-0.0498,0.425
0.381763,-0.1109,0.3291,-0.0191,0.348
0.386479,-0.0496,0.2656,-0.0090,0.270
0.391721,-0.0055,0.2223,-0.0148,0.223
0.396912,-0.0003,0.2040,-0.0292,0.206
0.401578,-0.0557,0.1586,-0.0716,0.183
0.406742,-0.0861,0.0913,-0.1396,0.188
0.411212,-0.0966,0.0882,-0.2046,0.243
0.418512,-0.0923,0.1589,-0.2763,0.332
0.426035,-0.0971,0.1790,-0.2927,0.357
0.426469,-0.1513,0.5939,-0.3613,0.711
0.431427,-0.3852,0.8994,-0.4841,1.092
0.437094,-0.6955,1.0415,-0.5373,1.363
0.441842,-0.9329,1.0974,-0.5737,1.550
0.446437,-1.0769,1.1010,-0.5172,1.625
0.451788,-1.0139,1.0079,-0.5639,1.537
0.456786,-0.9473,1.0115,-0.5465,1.490
0.461673,-0.8116,1.0302,-0.5463,1.421
0.466996,-0.7585,1.0137,-0.5676,1.387
0.471444,-0.6922,1.0287,-0.5033,1.338
0.476689,-0.5994,0.9894,-0.4681,1.248
0.481698,-0.6700,1.0602,-0.2187,1.273
0.486312,-0.6565,0.9993,-0.1275,1.202
0.491393,-0.6616,0.9550,0.0064,1.162
0.497039,-0.6145,0.9223,0.1662,1.121
0.501395,-0.5557,0.8821,0.2066,1.063
0.506385,-0.5047,0.8653,0.2447,1.031
0.513061,-0.4662,0.8813,0.2236,1.022
0.516561,-0.4450,0.9155,0.2196,1.041
0.521744,-0.4649,0.9040,0.2161,1.039
0.526767,-0.4835,0.8878,0.1936,1.029
0.534492,-0.4802,0.8934,0.1997,1.034
0.536562,-0.5655,0.8425,0.3104,1.061
0.541925,-0.5747,0.8735,0.4035,1.121
0.546817,-0.6681,0.9124,0.5602,1.262
0.552993,-0.7578,0.9139,0.6537,1.355
0.556837,-0.8208,0.9187,0.8082,1.473
0.563195,-0.8154,0.9699,0.9445,1.580
0.566559,-0.8188,0.9860,1.0629,1.665
0.573246,-0.8046,0.9720,1.1109,1.681
0.576412,-0.7559,0.9564,1.1105,1.649
0.581672,-0.6891,0.9581,1.1096,1.620
0.586765,-0.5942,0.9886,1.0823,1.582
0.593030,-0.5587,1.0024,1.0788,1.575
0.596997,-0.4724,1.0777,1.0635,1.586
0.602353,-0.4333,1.1400,1.0105,1.584
0.606868,-0.3770,1.1583,0.9508,1.545
0.613443,-0.3346,1.2085,0.8776,1.531
0.616903,-0.2896,1.2523,0.8196,1.524
0.621559,-0.2393,1.2562,0.7767,1.496
0.626633,-0.1497,1.2845,0.7968,1.519
0.633634,-0.0332,1.2871,0.8462,1.541
0.637150,0.1215,1.1786,0.8673,1.468
0.642289,0.2621,1.0528,0.8674,1.389
0.647060,0.3700,0.9838,0.9299,1.403
0.654612,0.4407,0.9047,0.9878,1.410
0.656717,0.5030,0.8443,1.0291,1.423
0.663064,0.5211,0.8363,0.9966,1.401
0.666675,0.4981,0.8236,0.9667,1.364
0.672991,0.4421,0.7423,0.8439,1.208
0.676859,0.3708,0.5983,0.7045,0.996
0.682120,0.3046,0.2853,0.6271,0.753
0.686619,0.2562,-0.1953,0.6585,0.733
0.693147,0.2290,-0.7134,0.7959,1.093
0.696933,0.1565,-1.2376,1.0600,1.637
0.701912,0.1316,-1.6986,1.3572,2.178
0.706859,0.1395,-2.0254,1.7854,2.704
0.713089,0.1912,-2.2286,2.2178,3.150
0.716648,0.2807,-2.3121,2.6287,3.512
0.722184,0.3715,-2.2322,2.9613,3.727
0.726561,0.4912,-2.0724,3.1858,3.832
0.733104,0.5532,-1.7606,3.2889,3.771
0.737252,0.5858,-1.4491,3.2072,3.568
0.741724,0.6200,-1.1632,3.0255,3.300
0.746670,0.6817,-0.9681,2.7349,2.980
0.753246,0.7253,-0.7997,2.4102,2.641
0.757037,0.8028,-0.7109,2.0396,2.304
0.762638,0.9068,-0.6604,1.6351,1.983
0.767112,1.0249,-0.6953,1.2133,1.734
0.773248,1.1407,-0.7048,0.8052,1.564
0.777093,1.2124,-0.7098,0.4103,1.464
0.782105,1.2319,-0.6669,0.0239,1.401
0.786726,1.2667,-0.6374,-0.2973,1.449
0.793294,1.3880,-0.6774,-0.5635,1.644
0.797140,1.5269,-0.7473,-0.7825,1.871
0.801870,1.6189,-0.8427,-0.9934,2.078
0.806902,1.7634,-0.8765,-1.1562,2.284
0.813555,1.8411,-0.9530,-1.4052,2.504
0.816893,1.8406,-1.0139,-1.5424,2.607
0.822136,1.8293,-1.0731,-1.6806,2.706
0.826956,1.7794,-1.0607,-1.7702,2.725
0.833403,1.7496,-1.0080,-1.7850,2.695
0.837166,1.6671,-0.9340,-1.7543,2.594
0.842207,1.5829,-0.9150,-1.7401,2.524
0.846747,1.4759,-0.9011,-1.6707,2.404
0.854151,1.3962,-0.9618,-1.5486,2.296
0.857508,1.3182,-1.0426,-1.4499,2.220
0.862204,1.2787,-1.1512,-1.3004,2.157
0.866952,1.2570,-1.2717,-1.0879,2.093
0.873872,1.2443,-1.3878,-0.8817,2.062
0.878004,1.2672,-1.5123,-0.6289,2.071
0.882231,1.2614,-1.5618,-0.4656,2.061
0.887163,1.2865,-1.6062,-0.4056,2.097
0.893232,1.3714,-1.5788,-0.3721,2.124
0.897224,1.1383,-1.4968,-0.4701,1.938
0.902482,1.0329,-1.4130,-0.5393,1.831
0.906867,0.8590,-1.4278,-0.5486,1.754
0.913512,0.6449,-1.4026,-0.5936,1.654
0.917529,0.5118,-1.3874,-0.6529,1.617
0.921957,0.3867,-1.3226,-0.7453,1.567
0.926811,0.2640,-1.2081,-0.8732,1.514
0.933528,0.1716,-1.0917,-1.0412,1.518
0.937382,0.0402,-0.9924,-1.1992,1.557
0.941838,-0.0304,-0.9291,-1.3424,1.633
0.947125,-0.0858,-0.8730,-1.4662,1.709
0.953436,-0.0928,-0.8120,-1.6016,1.798
0.957213,-0.1042,-0.7892,-1.6794,1.859
0.962287,-0.0655,-0.7187,-1.7688,1.910
0.966790,0.0108,-0.6557,-1.8293,1.943
0.973053,0.0717,-0.5574,-1.8799,1.962
0.977147,0.0788,-0.4788,-1.9373,1.997
0.981859,0.0677,-0.4153,-1.9322,1.977
0.986874,0.0453,-0.3717,-1.9578,1.993
0.994230,0.0183,-0.3288,-1.9400,1.968
0.997078,-0.0160,-0.2725,-1.9625,1.981
1.001996,-0.0386,-0.2001,-1.9416,1.952
1.007354,-0.0903,-0.1644,-1.9323,1.941
1.013395,-0.1040,-0.1459,-1.9420,1.950
1.016931,-0.0465,-0.3729,-1.9827,2.018
1.022216,0.1119,-0.1835,-1.8730,1.885
1.027141,-0.0270,-0.0372,-1.8258,1.826
1.033461,-0.2856,0.0254,-1.8742,1.896
1.037819,-0.4237,0.0784,-1.9083,1.956
1.041879,-0.3959,0.0861,-1.8398,1.884
1.046854,-0.1952,0.0297,-1.7288,1.740
1.054152,0.0439,0.0102,-1.5566,1.557
1.057406,0.2286,-0.0176,-1.3664,1.385
1.062443,0.2806,-0.0154,-1.1679,1.201
1.067569,0.2508,-0.0023,-0.9613,0.993
1.073552,0.1735,0.0857,-0.7320,0.757
1.077274,0.1352,0.2098,-0.5182,0.575
1.082629,0.1335,0.3242,-0.2766,0.447
1.086999,0.2134,0.4285,-0.0789,0.485
1.093524,0.2474,0.5823,0.1182,0.644
1.097656,0.2210,0.7328,0.2934,0.820
1.102178,0.1653,0.9179,0.4445,1.033
1.106940,0.0854,1.0466,0.5524,1.187
1.113644,0.0961,1.0785,0.6747,1.276
1.117059,0.1918,1.1787,0.8327,1.456
1.121996,0.2885,1.2085,0.9835,1.585
1.128674,0.3148,1.1895,1.1056,1.654
1.133292,0.3379,1.2147,1.2661,1.787
1.137359,0.2227,1.1692,1.4170,1.851
1.142384,0.1663,1.0581,1.5228,1.862
1.146869,0.2424,0.9938,1.6812,1.968
1.153750,0.3526,0.8785,1.8397,2.069
1.157532,0.5007,0.8797,1.9767,2.221
1.162457,0.5205,1.0714,2.1518,2.460
1.166941,0.3479,1.1451,2.2170,2.519
1.173638,0.1813,1.1468,2.1795,2.469
1.176926,0.1003,1.2274,2.2140,2.533
1.182057,0.0577,1.3103,2.2293,2.586
1.187219,-0.0550,1.4841,2.1848,2.642
1.193183,-0.1663,1.6530,2.0283,2.622
1.197031,-0.2782,1.8456,1.8364,2.618
1.202301,-0.2595,1.9355,1.6591,2.562
1.206726,-0.2534,1.9471,1.5943,2.529
1.213424,-0.2475,1.7926,1.4958,2.348
1.217742,-0.2790,1.6204,1.4951,2.222
1.222153,-0.3134,1.3493,1.4987,2.041
1.226978,-0.2869,1.1110,1.6046,1.973
1.233469,-0.2955,1.0748,1.7909,2.109
1.237224,-0.3345,1.0113,1.9045,2.182
1.241984,-0.3682,0.9490,2.0148,2.257
1.247146,-0.4040,0.8618,2.1530,2.354
1.253402,-0.4230,0.7354,2.3069,2.458
1.257487,-0.3850,0.6418,2.3785,2.493
1.262706,-0.3172,0.4901,2.5018,2.569
1.267053,-0.2851,0.2638,2.7004,2.728
1.273604,-0.2485,-0.0847,2.9432,2.955
1.277448,-0.2572,-0.5052,3.2350,3.284
1.282134,-0.3376,-0.9381,3.6116,3.747
1.287105,-0.3673,-1.3506,3.9728,4.212
1.293808,-0.3836,-1.6667,4.2951,4.623
1.297611,-0.4328,-1.9280,4.5144,4.928
1.302395,-0.4461,-2.0520,4.6649,5.116
1.307397,-0.4984,-2.1164,4.6039,5.092
1.313620,-0.5953,-2.0745,4.4470,4.943
1.317825,-0.6859,-1.9516,4.1733,4.658
1.322549,-0.7867,-1.7941,3.7811,4.258
1.327616,-0.9096,-1.6668,3.2398,3.755
1.334159,-0.9807,-1.5793,2.6286,3.220
1.338034,-1.0579,-1.5951,1.9330,2.720
1.342805,-1.0772,-1.5914,1.2748,2.306
1.347259,-1.1462,-1.5891,0.6846,2.075
1.353994,-1.2033,-1.5423,0.1739,1.964
1.357469,-1.2399,-1.4672,-0.2600,1.938
1.362488,-1.2593,-1.4396,-0.6296,2.014
1.369376,-1.2551,-1.3585,-0.9306,2.070
1.373895,-1.2184,-1.3285,-1.1131,2.119
1.377557,-1.1807,-1.3822,-1.2734,2.219
1.382597,-1.1468,-1.4805,-1.3808,2.327
1.387541,-1.1191,-1.6083,-1.4381,2.430
1.393762,-1.1143,-1.7790,-1.5105,2.586
1.397556,-1.0989,-1.8583,-1.5216,2.641
1.402337,-1.0846,-1.8839,-1.5510,2.670
1.407095,-1.1002,-1.9150,-1.5989,2.727
1.413742,-1.0857,-1.8748,-1.6440,2.720
1.417779,-1.0645,-1.7991,-1.6984,2.693
1.422297,-0.9985,-1.8093,-1.7982,2.739
1.427526,-0.9427,-1.7669,-1.8286,2.712
1.434460,-0.9868,-1.7558,-1.6654,2.613
1.437509,-1.0327,-1.8215,-1.8583,2.800
1.442578,-0.9595,-1.8759,-1.8880,2.829
1.447286,-0.9034,-1.8958,-1.7736,2.749
1.453971,-0.8194,-1.9058,-1.6992,2.682
1.457963,-0.7241,-1.9064,-1.6307,2.611
1.462576,-0.6527,-1.9009,-1.5368,2.530
1.470709,-0.5601,-1.8779,-1.4387,2.431
1.473932,-0.5036,-1.8739,-1.2860,2.328
1.479335,-0.4646,-1.8058,-1.1955,2.215
1.482349,-0.4548,-1.7553,-1.0737,2.107
1.487566,-0.4619,-1.7252,-0.9946,2.044
1.493814,-0.4669,-1.6896,-0.9195,1.979
1.497766,-0.4461,-1.6348,-0.8818,1.910
1.502793,-0.4112,-1.5967,-0.8835,1.871
1.507260,-0.3525,-1.4992,-0.9101,1.789
1.513830,-0.3168,-1.4549,-0.9903,1.788
1.517786,-0.2579,-1.3679,-1.1263,1.791
1.522436,-0.2226,-1.3340,-1.2991,1.875
1.527290,-0.2107,-1.3048,-1.5229,2.017
1.533816,-0.1621,-1.2489,-1.7193,2.131
1.537447,-0.1391,-1.1992,-1.9219,2.270
1.542271,-0.1443,-1.0885,-2.1500,2.414
1.547489,-0.1156,-1.0308,-2.3894,2.605
1.553894,-0.1154,-0.9540,-2.5976,2.770
1.558166,-0.1010,-0.9052,-2.7891,2.934
1.562921,-0.0634,-0.8335,-2.9285,3.045
1.569129,-0.0746,-0.7647,-3.0734,3.168
1.573740,-0.0611,-0.6818,-3.1643,3.237
1.578030,-0.0493,-0.5654,-3.2206,3.270
1.582419,-0.0227,-0.5085,-3.2353,3.275
1.587422,-0.0195,-0.4392,-3.2180,3.248
1.594204,-0.0159,-0.3624,-3.1546,3.175
1.597613,-0.0359,-0.2926,-3.0592,3.073
1.602461,-0.0698,-0.2562,-2.9464,2.958
1.607662,-0.1483,-0.2177,-2.7872,2.800
1.613850,-0.1899,-0.1366,-2.6127,2.623
1.617990,-0.2586,-0.1256,-2.4180,2.435
1.622729,-0.2972,-0.0750,-2.2245,2.246
1.627307,-0.3414,-0.0306,-1.9843,2.014
1.634041,-0.3677,-0.0167,-1.7473,1.786
1.637899,-0.4312,0.0216,-1.5230,1.583
1.642415,-0.5276,0.0457,-1.3016,1.405
1.647178,-0.5999,0.0530,-1.0687,1.227
1.653499,-0.6632,0.0670,-0.8336,1.067
1.657708,-0.7537,0.1186,-0.6392,0.995
1.662586,-0.7645,0.1738,-0.4279,0.893
1.668394,-0.7891,0.2634,-0.2760,0.876
1.673969,-0.8126,0.3752,-0.1858,0.914
1.678159,-0.7653,0.4804,-0.1237,0.912
1.682647,-0.7213,0.6105,-0.1255,0.953
1.687492,-0.6857,0.7320,-0.0862,1.007
1.693893,-0.6493,0.8333,-0.0585,1.058
1.697863,-0.6459,0.8956,0.0078,1.104
1.702598,-0.6302,0.9527,0.1242,1.149
1.707458,-0.5954,0.9547,0.3121,1.168
1.713876,-0.5203,0.9378,0.6023,1.230
1.718160,-0.4415,0.9023,0.9204,1.362
1.722652,-0.3588,0.9080,1.2638,1.597
1.727686,-0.2863,0.8710,1.6041,1.848
1.733844,-0.2114,0.8632,1.9531,2.146
1.737853,-0.1552,0.8578,2.2750,2.436
1.742771,-0.1150,0.8808,2.5941,2.742
1.747339,-0.1116,0.8982,2.8389,2.980
1.753936,-0.0893,0.9312,3.0240,3.165
1.758450,-0.1001,0.9983,3.1210,3.278
1.763450,-0.1051,1.0777,3.1566,3.337
1.767821,-0.1134,1.1905,3.0976,3.320
1.774696,-0.0796,1.2838,2.9872,3.252
1.778425,0.0130,1.4271,2.8375,3.176
1.785992,0.1590,1.5537,2.6699,3.093
1.787921,0.3317,1.5970,2.4629,2.954
1.793814,0.4998,1.6415,2.2950,2.866
1.797741,0.6631,1.5995,2.1755,2.780
1.803018,0.8074,1.4839,2.0847,2.683
1.807739,0.9019,1.2787,2.0821,2.605
1.813853,0.9758,1.0805,2.1241,2.575
1.818162,1.0463,0.9161,2.2461,2.642
1.822679,1.0753,0.8551,2.4072,2.772
1.827607,1.0748,0.8546,2.5785,2.921
1.834827,1.0518,0.8548,2.7504,3.066
1.838153,1.0012,0.8580,2.9039,3.189
1.842753,0.9684,0.8712,3.0414,3.309
1.847753,0.9581,0.8199,3.1728,3.414
1.853741,1.0085,0.6202,3.3389,3.543
1.857944,1.1096,0.2574,3.5567,3.735
1.863044,1.2130,-0.1754,3.8239,4.016
1.867953,1.2873,-0.6406,4.1670,4.408
1.873958,1.3082,-1.0671,4.5360,4.840
1.879893,1.3100,-1.4083,4.8835,5.249
1.885198,1.3476,-1.5648,5.2266,5.620
1.887844,1.3862,-1.6361,5.4510,5.858
1.893979,1.4099,-1.6475,5.5243,5.935
1.898142,1.4677,-1.5669,5.3731,5.786
1.902839,1.5480,-1.4671,5.0150,5.450
1.907820,1.6828,-1.3177,4.4243,4.914
1.913714,1.8235,-1.2240,3.6995,4.302
1.918343,1.9694,-1.1788,2.9030,3.701
1.922916,2.0765,-1.1169,2.0777,3.143
1.927586,2.1433,-1.0833,1.3404,2.750
1.933952,2.1084,-1.0724,0.6360,2.449
1.938184,2.0107,-1.0547,-0.0289,2.271
1.942742,1.8979,-1.0412,-0.6235,2.253
1.947377,1.8056,-1.0379,-1.1389,2.374
1.953969,1.7474,-1.0719,-1.6045,2.603
1.957946,1.7513,-1.1297,-1.9613,2.862
1.962993,1.7546,-1.2050,-2.2699,3.112
1.968144,1.7948,-1.3177,-2.4690,3.325
1.977434,1.8451,-1.4426,-2.6239,3.517
1.978127,1.8473,-1.5474,-2.7499,3.656
1.983080,1.7963,-1.6239,-2.8284,3.723
1.987523,1.7205,-1.6838,-2.8861,3.758
1.993826,1.6436,-1.7338,-2.9138,3.768
1.998820,1.5490,-1.7812,-2.8829,3.726
2.002958,1.4322,-1.7711,-2.8605,3.657
2.007640,1.3177,-1.7832,-2.7721,3.550
2.013989,1.1844,-1.8347,-2.6464,3.431
2.017817,1.0306,-1.8475,-2.5188,3.289
2.022549,0.8855,-1.8396,-2.3265,3.095
2.027988,0.7616,-1.8361,-2.1362,2.918
2.034017,0.6590,-1.8522,-1.9662,2.780
2.038141,0.5537,-1.8676,-1.7850,2.642
2.042938,0.4577,-1.8901,-1.6376,2.542
2.047784,0.3519,-1.8820,-1.4997,2.432
2.053433,0.2555,-1.8775,-1.3781,2.343
2.058263,0.1948,-1.8459,-1.2679,2.248
2.062760,0.1220,-1.8210,-1.2167,2.193
2.067604,0.0752,-1.7718,-1.1860,2.133
2.074622,0.1161,-1.6937,-1.2069,2.083
2.077841,0.1393,-1.6559,-1.2815,2.099
2.082702,0.1533,-1.6296,-1.3407,2.116
2.087936,0.1360,-1.6170,-1.4035,2.145
2.093756,0.1056,-1.5748,-1.4965,2.175
2.098364,0.0326,-1.5077,-1.6292,2.220
2.103034,-0.0143,-1.4513,-1.7611,2.282
2.108102,-0.0718,-1.4196,-1.9306,2.397
2.114062,-0.1088,-1.4291,-2.1210,2.560
2.118219,-0.1179,-1.4125,-2.2943,2.697
2.123381,-0.1557,-1.4199,-2.4434,2.830
2.127892,-0.1426,-1.3603,-2.5611,2.903
2.134191,-0.1422,-1.3126,-2.6191,2.933
2.137749,-0.1633,-1.2645,-2.6484,2.939
2.142808,-0.1601,-1.2135,-2.6517,2.921
2.148118,-0.1377,-1.1357,-2.6457,2.882
2.153711,-0.1057,-1.0762,-2.6234,2.838
2.158211,-0.0909,-0.9992,-2.6063,2.793
2.163088,-0.1031,-0.8972,-2.5493,2.705
2.169244,-0.1209,-0.7750,-2.4788,2.600
2.174279,-0.1345,-0.6991,-2.3877,2.492
2.178073,-0.1343,-0.5789,-2.2425,2.320
2.182827,-0.0921,-0.5194,-2.0936,2.159
2.187703,-0.0040,-0.4083,-1.8957,1.939
2.193890,0.0601,-0.3292,-1.7181,1.750
2.198314,0.1220,-0.2633,-1.5344,1.562
2.203090,0.1649,-0.2084,-1.2895,1.317
2.208023,0.2200,-0.1242,-1.0336,1.064
2.213693,0.2608,-0.0421,-0.8119,0.854
2.217918,0.2971,0.0159,-0.5882,0.659
2.223030,0.3125,0.1523,-0.3935,0.525
2.227713,0.3050,0.2493,-0.2059,0.444
2.233840,0.3321,0.3616,-0.0469,0.493
2.238315,0.3672,0.4984,0.1294,0.632
2.242973,0.3668,0.6355,0.2774,0.784
2.247920,0.3558,0.7468,0.3112,0.884
2.253619,0.3680,0.8657,0.4102,1.026
2.257983,0.3464,0.9757,0.4454,1.127
2.262851,0.3723,1.0243,0.5575,1.224
2.269566,0.4104,1.0813,0.6652,1.334
2.273475,0.4731,1.1304,0.7851,1.455
2.277687,0.4820,1.1602,0.9454,1.572
2.283231,0.4374,1.1925,1.1222,1.695
2.287793,0.3538,1.1701,1.3416,1.815
2.293711,0.2408,1.1124,1.5748,1.943
2.298260,0.0936,1.1272,1.8144,2.138
2.302875,-0.0215,1.1019,2.0295,2.309
2.307804,-0.1360,1.1274,2.2368,2.509
2.313964,-0.2099,1.2131,2.3407,2.645
2.317820,-0.2536,1.3657,2.3823,2.758
2.323117,-0.2410,1.5205,2.3162,2.781
2.328377,-0.2179,1.7133,2.2167,2.810
2.333890,-0.2155,1.8533,2.0743,2.790
2.338138,-0.2819,1.9213,1.9417,2.746
2.343444,-0.3693,1.8794,1.8141,2.638
2.348142,-0.5326,1.7780,1.7654,2.562
2.353959,-0.7075,1.5552,1.8004,2.482
2.358644,-0.8995,1.2497,1.9593,2.492
2.363711,-1.0186,0.8597,2.1652,2.543
2.367838,-1.1114,0.5125,2.4849,2.770
2.374872,-1.1256,0.2613,2.8008,3.030
2.378003,-1.0931,0.0034,3.1653,3.349
2.382947,-1.0378,-0.1293,3.5616,3.712
2.387911,-0.9976,-0.1514,3.9324,4.060
2.393493,-0.9193,-0.1542,4.2470,4.348
2.398107,-0.7829,-0.1788,4.5271,4.598
2.403174,-0.6447,-0.3622,4.7781,4.835
2.407822,-0.5628,-0.6808,4.9739,5.052
2.413846,-0.5473,-1.1041,5.1581,5.303
2.418484,-0.5883,-1.5968,5.2806,5.548
2.423180,-0.6479,-2.0091,5.3870,5.786
2.427925,-0.6929,-2.3323,5.4058,5.928
2.433983,-0.7317,-2.5171,5.3204,5.931
2.439133,-0.7060,-2.5979,5.1073,5.773
2.443131,-0.6801,-2.5923,4.7214,5.429
2.448205,-0.6918,-2.4536,4.2302,4.939
2.453890,-0.7813,-2.1449,3.5984,4.261
2.458440,-0.9322,-1.7657,2.9080,3.527
2.463560,-1.1047,-1.5078,2.2143,2.898
2.468377,-1.2144,-1.3782,1.5011,2.372
2.474388,-1.2271,-1.3243,0.8903,2.013
2.478375,-1.1030,-1.3573,0.3057,1.775
2.483129,-1.0744,-1.3258,-0.3702,1.746
2.488502,-1.0588,-1.2190,-0.9079,1.852
2.494019,-1.0400,-1.0763,-1.4683,2.097
2.498058,-1.0549,-0.9342,-1.9351,2.394
2.502985,-1.0276,-0.8194,-2.3473,2.690
2.508250,-1.0115,-0.7156,-2.6963,2.967
2.513707,-0.9832,-0.6425,-2.9546,3.180
2.518339,-0.9644,-0.5129,-3.1062,3.293
2.523650,-0.9774,-0.5549,-3.1998,3.391
2.528093,-0.9748,-0.6039,-3.3251,3.517
2.533992,-0.9847,-0.6227,-3.4397,3.632
2.538670,-0.9656,-0.6798,-3.5132,3.706
2.543093,-0.9379,-0.7102,-3.5509,3.741
2.547997,-0.8910,-0.6897,-3.4670,3.645
2.553784,-0.8258,-0.6617,-3.3860,3.547
2.558196,-0.7628,-0.5953,-3.1905,3.334
2.565521,-0.7273,-0.5488,-2.9929,3.128
2.570097,-0.7161,-0.4800,-2.7207,2.854
2.573925,-0.7238,-0.4645,-2.4284,2.576
2.578192,-0.6950,-0.4316,-2.1272,2.279
2.583563,-0.6631,-0.4090,-1.8165,1.977
2.588636,-0.6372,-0.4098,-1.5530,1.728
2.593871,-0.6366,-0.3706,-1.2929,1.488
2.598694,-0.6469,-0.3549,-1.0547,1.287
2.603189,-0.6518,-0.3803,-0.8523,1.138
2.608107,-0.6499,-0.4091,-0.6782,1.024
2.614776,-0.6828,-0.4870,-0.5177,0.986
2.618267,-0.7207,-0.5379,-0.3539,0.966
2.623154,-0.7361,-0.5690,-0.2514,0.964
2.628298,-0.7254,-0.5807,-0.1741,0.945
2.633921,-0.6780,-0.5491,-0.0574,0.874
2.638536,-0.6524,-0.5317,-0.0304,0.842
2.643551,-0.5527,-0.5286,0.0289,0.765
2.648205,-0.4503,-0.5472,0.1204,0.719
2.653577,-0.3977,-0.5375,0.2204,0.704
2.658713,-0.3605,-0.5239,0.3600,0.731
2.665971,-0.3664,-0.4349,0.4173,0.705
2.670156,-0.3499,-0.3498,0.4523,0.670
2.674656,-0.3242,-0.2738,0.4459,0.616
2.678250,-0.2913,-0.2093,0.4149,0.548
2.683248,-0.2504,-0.1588,0.3403,0.451
2.688696,-0.1989,-0.0984,0.2460,0.331
2.693622,-0.1723,-0.0279,0.1104,0.207
2.698377,-0.1274,0.0576,-0.0473,0.148
2.703870,-0.1071,0.1272,-0.2105,0.268
