time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.210233,-0.1858,0.6833,-0.4306,0.829
0.215094,-0.3661,0.8288,-0.4233,1.000
0.220220,-0.5614,0.8857,-0.4020,1.123
0.225464,-0.7459,0.8688,-0.3714,1.204
0.230133,-0.8894,0.8498,-0.3410,1.276
0.234972,-0.9736,0.8286,-0.3134,1.316
0.240518,-1.0171,0.8174,-0.2908,1.337
0.245115,-1.0148,0.8112,-0.2827,1.330
0.250280,-0.9903,0.8078,-0.2915,1.311
0.255580,-0.9523,0.7925,-0.3145,1.278
0.259987,-0.9127,0.7559,-0.3423,1.233
0.264991,-0.8902,0.6979,-0.3603,1.187
0.270271,-0.8706,0.6302,-0.3662,1.135
0.274999,-0.8424,0.5598,-0.3647,1.075
0.280296,-0.7988,0.4891,-0.3535,1.001
0.285398,-0.7489,0.4109,-0.3445,0.921
0.290280,-0.6850,0.3487,-0.3542,0.846
0.295331,-0.6016,0.3216,-0.3779,0.780
0.300544,-0.5057,0.3160,-0.4041,0.720
0.305055,-0.4280,0.3094,-0.4344,0.684
0.310232,-0.3684,0.2736,-0.4713,0.658
0.315799,-0.3290,0.2135,-0.5099,0.643
0.320760,-0.2975,0.1534,-0.5528,0.646
0.325224,-0.2668,0.0980,-0.5903,0.655
0.330677,-0.2299,0.0453,-0.6180,0.661
0.335118,-0.1826,0.0001,-0.6383,0.664
0.340309,-0.1183,-0.0323,-0.6561,0.667
0.345893,-0.0472,-0.0542,-0.6693,0.673
0.350318,0.0255,-0.0678,-0.6685,0.672
0.355389,0.0945,-0.0874,-0.6514,0.664
0.360401,0.1500,-0.1129,-0.6086,0.637
0.365195,0.1793,-0.1381,-0.5618,0.606
0.371762,0.2034,-0.1675,-0.5153,0.579
0.375528,0.2264,-0.2057,-0.4597,0.552
0.380299,0.2684,-0.2427,-0.4046,0.543
0.385187,0.3376,-0.2874,-0.3527,0.567
0.390656,0.3941,-0.2638,-0.3204,0.572
0.395834,0.3911,-0.1356,-0.3095,0.517
0.400338,0.3097,0.0506,-0.2983,0.433
0.405602,0.1814,0.2467,-0.3034,0.431
0.410299,0.0125,0.4503,-0.3009,0.542
0.415352,-0.1710,0.6353,-0.3004,0.723
0.422321,-0.3455,0.7970,-0.3020,0.920
0.425581,-0.4952,0.9380,-0.2937,1.101
0.430290,-0.6137,1.0607,-0.2756,1.256
0.435542,-0.7087,1.1602,-0.2428,1.381
0.440445,-0.7782,1.2344,-0.1979,1.473
0.445380,-0.8318,1.2831,-0.1456,1.536
0.450824,-0.8644,1.3088,-0.1002,1.572
0.455401,-0.8694,1.3128,-0.0734,1.576
0.460393,-0.8459,1.3180,-0.0513,1.567
0.465674,-0.8031,1.3174,-0.0527,1.544
0.470787,-0.7496,1.3111,-0.0777,1.512
0.475260,-0.6894,1.2946,-0.1211,1.472
0.481162,-0.6264,1.2702,-0.1806,1.428
0.485270,-0.5578,1.2452,-0.2559,1.388
0.490376,-0.4856,1.2126,-0.3471,1.352
0.495578,-0.4169,1.1751,-0.4515,1.326
0.500409,-0.3523,1.1329,-0.5503,1.308
0.505367,-0.2994,1.0815,-0.6505,1.297
0.510653,-0.2535,1.0356,-0.7499,1.304
0.515275,-0.2124,0.9975,-0.8391,1.321
0.521239,-0.1718,0.9650,-0.9157,1.341
0.525909,-0.1349,0.9289,-0.9728,1.352
0.530839,-0.1002,0.8988,-1.0107,1.356
0.535345,-0.0708,0.8700,-1.0176,1.341
0.540630,-0.0451,0.8448,-0.9986,1.309
0.545463,-0.0256,0.8255,-0.9540,1.262
0.550487,-0.0195,0.8163,-0.8837,1.203
0.555633,-0.0311,0.8194,-0.7999,1.145
0.560262,-0.0629,0.8461,-0.7167,1.111
0.565325,-0.1080,0.8962,-0.6318,1.102
0.570772,-0.1710,0.9408,-0.5594,1.108
0.575499,-0.2398,0.9898,-0.4995,1.134
0.580959,-0.3096,1.0341,-0.4616,1.174
0.585825,-0.3642,1.0836,-0.4458,1.227
0.591270,-0.4231,1.1362,-0.4425,1.291
0.596288,-0.4852,1.1876,-0.4279,1.352
0.601317,-0.5534,1.2426,-0.3906,1.415
0.605906,-0.6228,1.2870,-0.3424,1.470
0.611205,-0.6899,1.3016,-0.2905,1.501
0.615766,-0.7421,1.3006,-0.2324,1.515
0.620691,-0.7860,1.2860,-0.1727,1.517
0.625563,-0.8017,1.2694,-0.1113,1.506
0.631083,-0.7954,1.2291,-0.0716,1.466
0.635309,-0.7644,1.1817,-0.0274,1.408
0.640592,-0.7022,1.1319,0.0237,1.332
0.645734,-0.6302,1.0726,0.0841,1.247
0.650366,-0.5598,1.0108,0.1490,1.165
0.655589,-0.4928,0.9417,0.2137,1.084
0.660974,-0.4290,0.8722,0.2901,1.014
0.665358,-0.3587,0.8074,0.3734,0.959
0.670442,-0.2890,0.7614,0.4729,0.942
0.675869,-0.2104,0.7341,0.5790,0.958
0.680865,-0.1328,0.7350,0.6917,1.018
0.685701,-0.0683,0.7448,0.8108,1.103
0.691050,-0.0200,0.7706,0.9410,1.216
0.695430,0.0133,0.8051,1.0727,1.341
0.700560,0.0305,0.8435,1.2035,1.470
0.705795,0.0259,0.8857,1.3261,1.595
0.710806,0.0110,0.9434,1.4412,1.723
0.715459,-0.0018,1.0043,1.5302,1.830
0.721015,0.0073,1.0564,1.5834,1.903
0.725672,0.0528,1.0995,1.6131,1.953
0.730401,0.1277,1.1459,1.6026,1.974
0.735732,0.2319,1.1792,1.5685,1.976
0.740584,0.3392,1.2047,1.5037,1.956
0.745520,0.4380,1.2063,1.4199,1.914
0.750750,0.5122,1.1776,1.3146,1.838
0.755397,0.5580,1.1217,1.2069,1.740
0.760464,0.5834,1.0344,1.0989,1.618
0.766118,0.5888,0.9331,1.0000,1.489
0.771391,0.5866,0.8304,0.9267,1.376
0.775803,0.5603,0.7171,0.8980,1.279
0.780762,0.5080,0.5959,0.9111,1.201
0.785287,0.4368,0.4689,0.9661,1.159
0.790722,0.3509,0.3407,1.0582,1.166
0.796580,0.2621,0.2130,1.1898,1.237
0.800468,0.1844,0.0898,1.3468,1.362
0.805585,0.1316,-0.0224,1.5199,1.526
0.811355,0.1148,-0.1199,1.6949,1.703
0.815669,0.1217,-0.2058,1.8673,1.883
0.820626,0.1541,-0.2737,2.0158,2.040
0.825952,0.2044,-0.3244,2.1264,2.161
0.830820,0.2675,-0.3585,2.1969,2.242
0.835613,0.3239,-0.3840,2.2205,2.277
0.840755,0.3756,-0.4036,2.1975,2.266
0.845666,0.4176,-0.4298,2.1232,2.206
0.850947,0.4542,-0.4557,2.0099,2.110
0.855745,0.4875,-0.4718,1.8481,1.969
0.860976,0.5243,-0.4875,1.6498,1.798
0.865581,0.5650,-0.4930,1.4126,1.599
0.871008,0.5980,-0.4927,1.1463,1.384
0.875662,0.6220,-0.4885,0.8579,1.167
0.880687,0.6355,-0.4776,0.5545,0.969
0.885924,0.6390,-0.4641,0.2480,0.828
0.890549,0.6356,-0.4402,-0.0594,0.775
0.895548,0.6376,-0.4171,-0.3656,0.845
0.900754,0.6526,-0.3942,-0.6637,1.011
0.905375,0.6783,-0.3684,-0.9442,1.220
0.910570,0.7129,-0.3345,-1.2074,1.441
0.915891,0.7521,-0.3087,-1.4584,1.670
0.920548,0.7989,-0.2906,-1.6925,1.894
0.925358,0.8560,-0.2844,-1.9100,2.112
0.931525,0.9283,-0.2943,-2.1088,2.323
0.935483,1.0015,-0.3125,-2.2892,2.518
0.940724,1.0780,-0.3388,-2.4489,2.697
0.946025,1.1523,-0.3728,-2.5762,2.847
0.953646,1.2117,-0.3977,-2.6641,2.954
0.955514,1.2532,-0.4163,-2.7030,3.008
0.960853,1.2759,-0.4309,-2.6834,3.002
0.965582,1.2764,-0.4519,-2.6054,2.936
0.970566,1.2606,-0.4796,-2.4665,2.811
0.975663,1.2322,-0.5240,-2.2787,2.643
0.980536,1.1998,-0.5715,-2.0634,2.454
0.985537,1.1636,-0.6129,-1.8419,2.263
0.990934,1.1264,-0.6557,-1.6309,2.088
0.995819,1.0989,-0.6935,-1.4443,1.943
1.000809,1.0820,-0.7314,-1.2868,1.833
1.006361,1.0770,-0.7724,-1.1652,1.765
1.010668,1.0821,-0.8075,-1.0768,1.727
1.015565,1.0812,-0.8465,-1.0167,1.709
1.020845,1.0842,-0.8848,-0.9848,1.711
1.025614,1.0842,-0.9294,-0.9810,1.733
1.030781,1.0808,-0.9472,-0.9957,1.748
1.035800,1.0832,-0.9002,-1.0407,1.751
1.040619,1.0322,-0.8428,-1.0851,1.719
1.045872,0.9278,-0.7841,-1.1530,1.675
1.050853,0.7872,-0.7313,-1.2252,1.630
1.055690,0.6335,-0.6699,-1.2993,1.593
1.060806,0.4807,-0.5901,-1.3778,1.574
1.065945,0.3406,-0.4850,-1.4511,1.567
1.070966,0.2111,-0.3739,-1.5048,1.565
1.075932,0.1108,-0.2684,-1.5534,1.580
1.081166,0.0415,-0.1844,-1.5996,1.611
1.085817,0.0002,-0.1166,-1.6484,1.652
1.090710,-0.0180,-0.0528,-1.6901,1.691
1.095947,-0.0226,0.0121,-1.7298,1.730
1.100764,-0.0202,0.0803,-1.7602,1.762
1.105730,-0.0207,0.1543,-1.7743,1.781
1.111274,-0.0237,0.2318,-1.7695,1.785
1.115926,-0.0295,0.3076,-1.7460,1.773
1.120798,-0.0358,0.3718,-1.6869,1.728
1.127491,-0.0422,0.4215,-1.5945,1.650
1.130929,-0.0530,0.4540,-1.4807,1.550
1.135864,-0.0587,0.4861,-1.3504,1.436
1.141091,-0.0573,0.5223,-1.1987,1.309
1.146056,-0.0591,0.5648,-1.0327,1.179
1.151030,-0.0583,0.6187,-0.8766,1.075
1.156157,-0.0521,0.6958,-0.7063,0.993
1.160964,-0.0341,0.7887,-0.5219,0.946
1.165736,-0.0024,0.8996,-0.3209,0.955
1.171230,0.0166,0.9949,-0.1200,1.002
1.176054,0.0390,1.0746,0.0616,1.077
1.180877,0.0691,1.1555,0.2383,1.182
1.186631,0.0969,1.2116,0.3982,1.279
1.190896,0.1274,1.2696,0.5434,1.387
1.196735,0.1642,1.3271,0.7028,1.511
1.201365,0.1903,1.3723,0.8643,1.633
1.206048,0.2124,1.4025,1.0376,1.757
1.211055,0.2373,1.4859,1.3170,2.000
1.216099,0.2279,1.5175,1.5851,2.206
1.221868,0.1945,1.5130,1.8391,2.389
1.226844,0.1753,1.5139,2.0645,2.566
1.231283,0.1650,1.5351,2.2396,2.720
1.235907,0.1509,1.5767,2.3599,2.842
1.240839,0.1261,1.6365,2.4468,2.946
1.246407,0.0818,1.6933,2.4884,3.011
1.252063,0.0356,1.7521,2.5085,3.060
1.256018,-0.0195,1.8129,2.5001,3.088
1.261267,-0.0736,1.8808,2.4655,3.102
1.265834,-0.1287,1.9511,2.4094,3.103
1.271063,-0.1917,2.0028,2.3293,3.078
1.276149,-0.2605,2.0295,2.2418,3.035
1.281042,-0.3473,2.0200,2.1490,2.970
1.286228,-0.4428,1.9846,2.0697,2.901
1.291461,-0.5471,1.9099,2.0037,2.822
1.295836,-0.6431,1.8208,1.9768,2.763
1.300874,-0.7173,1.7106,1.9840,2.716
1.306156,-0.7654,1.5819,2.0395,2.692
1.311227,-0.7932,1.4394,2.1529,2.708
1.315930,-0.8014,1.2966,2.3219,2.778
1.321597,-0.7994,1.1410,2.5444,2.901
1.326050,-0.7891,0.9790,2.8084,3.077
1.331094,-0.7748,0.8052,3.1000,3.295
1.336424,-0.7517,0.6117,3.3977,3.533
1.340891,-0.7408,0.3901,3.6876,3.781
1.346717,-0.7367,0.1537,3.9630,4.034
1.351617,-0.7557,-0.0750,4.2219,4.290
1.355857,-0.7899,-0.3022,4.4505,4.530
1.360939,-0.8460,-0.5292,4.6469,4.753
1.366207,-0.9187,-0.7453,4.7780,4.922
1.371184,-0.9978,-0.9377,4.8276,5.018
1.376100,-1.0811,-1.0957,4.7917,5.033
1.381205,-1.1756,-1.2346,4.6562,4.958
1.385931,-1.2765,-1.3574,4.4314,4.807
1.390845,-1.3934,-1.4808,4.1365,4.609
1.397096,-1.5198,-1.6063,3.7787,4.378
1.400922,-1.6404,-1.7210,3.3867,4.138
1.406120,-1.7666,-1.8259,2.9509,3.894
1.411497,-1.8945,-1.9171,2.4875,3.668
1.415914,-2.0248,-1.9906,2.0011,3.474
1.421078,-2.1412,-2.0565,1.5005,3.326
1.426278,-2.2344,-2.1250,1.0019,3.242
1.431041,-2.2976,-2.2038,0.5238,3.226
1.436243,-2.3334,-2.2865,0.0724,3.268
1.441133,-2.3514,-2.3689,-0.3433,3.355
1.446393,-2.3683,-2.4474,-0.7172,3.480
1.451159,-2.3836,-2.5114,-1.0497,3.618
1.456456,-2.3940,-2.5481,-1.3417,3.745
1.461269,-2.3893,-2.5644,-1.5934,3.850
1.466241,-2.3617,-2.5605,-1.8002,3.921
1.471420,-2.3108,-2.5439,-1.9575,3.955
1.475887,-2.2411,-2.5081,-2.0722,3.951
1.480968,-2.1638,-2.4730,-2.1538,3.929
1.486437,-2.0757,-2.4350,-2.2018,3.884
1.491159,-1.9790,-2.3999,-2.2136,3.818
1.496052,-1.8786,-2.3617,-2.2005,3.735
1.501378,-1.7746,-2.3237,-2.1623,3.637
1.506002,-1.6722,-2.2846,-2.1104,3.531
1.511650,-1.5740,-2.2454,-2.0444,3.420
1.516724,-1.4828,-2.2093,-1.9782,3.316
1.521097,-1.3891,-2.1768,-1.9212,3.219
1.527659,-1.2952,-2.1486,-1.8731,3.131
1.531531,-1.2107,-2.1203,-1.8337,3.054
1.536264,-1.1306,-2.0875,-1.8027,2.981
1.541019,-1.0525,-2.0647,-1.7826,2.924
1.546626,-0.9784,-2.0446,-1.7734,2.878
1.551256,-0.9078,-2.0295,-1.7822,2.849
1.556118,-0.8406,-2.0094,-1.8140,2.835
1.561400,-0.7789,-1.9887,-1.8691,2.838
1.566319,-0.7249,-1.9645,-1.9427,2.856
1.571146,-0.6764,-1.9313,-2.0375,2.888
1.576541,-0.6378,-1.8933,-2.1563,2.940
1.581218,-0.6072,-1.8475,-2.2872,3.002
1.586235,-0.5801,-1.7955,-2.4209,3.069
1.591633,-0.5520,-1.7321,-2.5554,3.136
1.597012,-0.5303,-1.6519,-2.6909,3.202
1.601348,-0.5147,-1.5548,-2.8250,3.265
1.606396,-0.4931,-1.4504,-2.9484,3.323
1.611330,-0.4677,-1.3458,-3.0560,3.372
1.617039,-0.4362,-1.2413,-3.1481,3.412
1.621762,-0.4012,-1.1346,-3.2148,3.433
1.627258,-0.3705,-1.0281,-3.2562,3.435
1.631195,-0.3511,-0.9245,-3.2723,3.418
1.636414,-0.3454,-0.8216,-3.2605,3.380
1.641174,-0.3462,-0.7245,-3.2256,3.324
1.646388,-0.3466,-0.6311,-3.1626,3.244
1.651767,-0.3465,-0.5368,-3.0716,3.137
1.656183,-0.3317,-0.4539,-2.9547,3.008
1.661297,-0.3117,-0.3707,-2.8168,2.858
1.666540,-0.2888,-0.2925,-2.6623,2.694
1.671302,-0.2608,-0.2195,-2.4936,2.517
1.676259,-0.2328,-0.1497,-2.3154,2.332
1.681363,-0.2142,-0.0808,-2.1419,2.154
1.686258,-0.2025,-0.0179,-1.9778,1.988
1.691443,-0.1956,0.0413,-1.8158,1.827
1.696673,-0.1958,0.0967,-1.6511,1.665
1.701258,-0.2033,0.1434,-1.4956,1.516
1.706346,-0.2154,0.1860,-1.3589,1.388
1.711547,-0.2227,0.2341,-1.2336,1.275
1.715995,-0.2329,0.2901,-1.1365,1.196
1.721044,-0.2438,0.3635,-1.0628,1.149
1.726583,-0.2486,0.4428,-1.0101,1.131
1.731251,-0.2592,0.5113,-0.9762,1.132
1.736226,-0.2686,0.5697,-0.9493,1.139
1.741389,-0.2606,0.6112,-0.9151,1.131
1.746174,-0.2408,0.6365,-0.8573,1.095
1.751437,-0.2107,0.6577,-0.7616,1.028
1.756455,-0.1715,0.6778,-0.6259,0.938
1.761327,-0.1266,0.6993,-0.4431,0.837
1.766217,-0.0765,0.7246,-0.2084,0.758
1.771619,-0.0119,0.7467,0.0684,0.750
1.776339,0.0579,0.7654,0.3849,0.859
1.781224,0.1292,0.7690,0.7316,1.069
1.786601,0.2060,0.7670,1.0989,1.356
1.791537,0.2803,0.7687,1.4771,1.689
1.797074,0.3470,0.7715,1.8641,2.047
1.801709,0.3954,0.7844,2.2645,2.429
1.806170,0.4294,0.8043,2.6644,2.816
1.811432,0.4552,0.8428,3.0446,3.192
1.817907,0.4762,0.8873,3.3886,3.535
1.821780,0.5124,0.9399,3.6796,3.832
1.826184,0.5688,0.9959,3.9201,4.084
1.832395,0.6500,1.0365,4.1077,4.286
1.837761,0.7555,1.0598,4.2541,4.449
1.841224,0.8781,1.0543,4.3713,4.582
1.847240,0.9978,1.0254,4.4710,4.694
1.851436,1.0783,0.9711,4.5556,4.781
1.857602,1.1380,0.9059,4.6515,4.874
1.861280,1.1618,0.8275,4.7586,4.968
1.866322,1.1470,0.7286,4.8724,5.058
1.871407,1.1010,0.6134,4.9785,5.136
1.877880,1.0333,0.4959,5.0773,5.205
1.881073,0.9509,0.3728,5.1548,5.255
1.887156,0.8634,0.2461,5.2112,5.288
1.891561,0.7848,0.1008,5.2634,5.323
1.897441,0.7287,-0.0638,5.3072,5.357
1.900982,0.6828,-0.2506,5.3451,5.394
1.907484,0.6463,-0.4437,5.3773,5.434
1.911478,0.6116,-0.6340,5.3804,5.452
1.918192,0.5806,-0.8126,5.3450,5.437
1.921721,0.5507,-0.9679,5.2521,5.369
1.927614,0.5337,-1.0906,5.0829,5.226
1.932245,0.5273,-1.1782,4.8279,4.998
1.938452,0.5364,-1.2354,4.4777,4.676
1.941200,0.5614,-1.2712,4.0371,4.270
1.946735,0.5885,-1.2921,3.5226,3.798
1.951680,0.6253,-1.3022,2.9605,3.294
1.958319,0.6600,-1.3077,2.3672,2.784
1.961231,0.6857,-1.3148,1.7591,2.301
1.966549,0.6976,-1.3293,1.1574,1.896
1.971533,0.6961,-1.3430,0.5805,1.620
1.977879,0.6906,-1.3641,0.0400,1.530
1.982259,0.6833,-1.3892,-0.4505,1.612
1.986874,0.6742,-1.4313,-0.8893,1.815
1.991249,0.6680,-1.4680,-1.2673,2.051
1.997603,0.6622,-1.5034,-1.5850,2.283
2.001368,0.6620,-1.5368,-1.8499,2.494
2.008795,0.6649,-1.5683,-2.0624,2.675
2.011415,0.6710,-1.5978,-2.2202,2.816
2.017882,0.6704,-1.6302,-2.3399,2.930
2.022239,0.6654,-1.6637,-2.4286,3.018
2.027052,0.6577,-1.6964,-2.4693,3.067
2.032975,0.6399,-1.7290,-2.4763,3.087
2.037923,0.6072,-1.7672,-2.4538,3.084
2.044068,0.5622,-1.8023,-2.4087,3.060
2.046485,0.5172,-1.8401,-2.3453,3.026
2.051409,0.4746,-1.8745,-2.2679,2.980
2.058531,0.4349,-1.9040,-2.1834,2.929
2.061463,0.3961,-1.9343,-2.0961,2.880
2.066530,0.3585,-1.9638,-2.0033,2.828
2.071855,0.3247,-1.9883,-1.9214,2.784
2.077892,0.2924,-2.0084,-1.8551,2.750
2.081337,0.2687,-2.0269,-1.8064,2.728
2.086773,0.2487,-2.0320,-1.7873,2.718
2.091839,0.2346,-2.0117,-1.7978,2.708
2.098155,0.2260,-1.9826,-1.8426,2.716
2.101607,0.2248,-1.9418,-1.9268,2.745
2.106455,0.2355,-1.8864,-2.0362,2.786
2.114449,0.2528,-1.8327,-2.1708,2.852
2.118135,0.1854,-1.5890,-2.9765,3.379
2.121180,0.2078,-1.5540,-3.2284,3.589
2.127105,0.1667,-1.5359,-3.4393,3.770
2.132066,0.1456,-1.5027,-3.6191,3.921
2.137788,0.1254,-1.4686,-3.8134,4.088
2.141584,0.0967,-1.4236,-3.9626,4.212
2.147008,0.0787,-1.3697,-4.0765,4.301
2.151656,0.0787,-1.3135,-4.1936,4.395
2.157938,0.0773,-1.2574,-4.2805,4.462
2.161405,0.1076,-1.1793,-4.2994,4.459
2.166417,0.1115,-1.0862,-4.2480,4.386
2.171401,0.0909,-1.0040,-4.1625,4.283
2.178517,0.0767,-0.9280,-3.9857,4.093
2.181721,0.0930,-0.8154,-3.8251,3.912
2.186633,0.1328,-0.7233,-3.6760,3.749
2.193150,0.2257,-0.6427,-3.5188,3.584
2.197806,0.2955,-0.6047,-3.2962,3.364
2.201294,0.3642,-0.6073,-2.9984,3.081
2.206794,0.4272,-0.5601,-2.6372,2.730
2.211682,0.4721,-0.4661,-2.2652,2.360
2.217975,0.5176,-0.3737,-1.8727,1.978
2.221558,0.5587,-0.2403,-1.4546,1.577
2.227806,0.6071,-0.1863,-1.0706,1.245
2.233955,0.6150,-0.1236,-0.7443,0.973
2.238207,0.6590,-0.0381,-0.4301,0.788
2.241930,0.6797,0.0412,-0.1542,0.698
2.247038,0.6989,0.1405,0.0716,0.716
2.251997,0.7170,0.2645,0.2809,0.814
2.258381,0.6844,0.4205,0.4832,0.937
2.261715,0.6686,0.5799,0.7145,1.137
2.266838,0.6081,0.7380,0.9173,1.325
2.271582,0.5393,0.8088,1.1776,1.527
2.278450,0.5292,0.8884,1.4524,1.783
2.281857,0.5134,0.9504,1.7750,2.078
2.286601,0.4941,0.9831,2.1142,2.383
2.291570,0.4951,1.0369,2.4532,2.709
2.298115,0.4730,1.0638,2.7921,3.025
2.301585,0.4184,1.0854,3.1211,3.331
2.306661,0.3576,1.1300,3.4382,3.637
2.312051,0.2976,1.1592,3.7886,3.973
2.318040,0.2546,1.2107,4.0817,4.265
2.321603,0.2379,1.2674,4.3606,4.547
2.327517,0.2305,1.3189,4.5778,4.770
2.332990,0.2323,1.3908,4.7480,4.953
2.338153,0.2150,1.5158,4.7684,5.008
2.342086,0.1694,1.6600,4.7018,4.989
2.347004,0.1318,1.8352,4.5101,4.871
2.351980,0.0765,2.0579,4.2556,4.728
2.358160,-0.0250,2.2114,3.9288,4.509
2.361490,-0.1726,2.3512,3.5632,4.272
2.366650,-0.2972,2.4707,3.1897,4.046
2.372337,-0.4659,2.5257,2.8438,3.832
2.378142,-0.6313,2.5100,2.5586,3.639
2.381585,-0.7913,2.4322,2.3482,3.472
2.386806,-0.9416,2.3127,2.2500,3.361
2.391670,-1.0563,2.2150,2.2469,3.327
2.397953,-1.1672,2.0730,2.3621,3.352
2.401729,-1.2294,1.9304,2.5619,3.435
2.406601,-1.2290,1.7808,2.8268,3.560
2.411688,-1.2405,1.6025,3.1159,3.717
2.419036,-1.1803,1.4167,3.4390,3.902
2.424632,-1.1492,1.1963,3.8703,4.211
2.428250,-1.1416,1.0143,4.2452,4.511
2.432344,-1.1589,0.8596,4.5881,4.810
2.438248,-1.1683,0.6518,4.9094,5.088
2.441821,-1.1847,0.3679,5.1810,5.327
2.447004,-1.2087,-0.0458,5.3531,5.488
2.451753,-1.3080,-0.4900,5.4456,5.622
2.458120,-1.4594,-0.9275,5.5093,5.774
2.461870,-1.6646,-1.2826,5.4297,5.822
2.466764,-1.8567,-1.5704,5.2360,5.773
2.471966,-2.0866,-1.7507,4.8808,5.589
2.478316,-2.3078,-1.9048,4.4168,5.335
2.481871,-2.4985,-1.9965,3.8537,5.008
2.486727,-2.6393,-2.0445,3.1650,4.600
2.492168,-2.7153,-2.0627,2.4488,4.198
2.498066,-2.7569,-2.0575,1.7454,3.858
2.501635,-2.8038,-2.0522,0.9972,3.615
2.507146,-2.8999,-2.0123,0.2611,3.539
2.511812,-3.0004,-1.9778,-0.4535,3.622
2.518213,-3.1205,-1.9312,-1.0897,3.828
2.524694,-3.2198,-1.8930,-1.7150,4.110
2.527508,-3.3766,-1.9217,-2.2603,4.495
2.532614,-3.2287,-1.8680,-2.6142,4.555
2.538278,-3.1081,-2.0345,-2.8757,4.698
2.541985,-2.9732,-2.2903,-3.2079,4.937
2.546704,-2.8519,-2.4500,-3.3985,5.068
2.552296,-2.7097,-2.5223,-3.5223,5.110
2.558273,-2.5506,-2.5374,-3.5438,5.050
2.561701,-2.3719,-2.5259,-3.4948,4.921
2.567119,-2.1514,-2.5494,-3.3969,4.761
2.572142,-1.9269,-2.5266,-3.2552,4.549
2.578337,-1.6836,-2.5556,-3.0719,4.336
2.582139,-1.4951,-2.5866,-2.8948,4.160
2.586827,-1.2890,-2.5698,-2.7021,3.945
2.592128,-1.0792,-2.5491,-2.5076,3.735
2.598674,-0.8755,-2.5305,-2.3014,3.531
2.601748,-0.7304,-2.4769,-2.1066,3.333
2.606980,-0.5481,-2.4064,-1.8798,3.102
2.612033,-0.3907,-2.3514,-1.6728,2.912
2.618209,-0.2580,-2.2750,-1.4946,2.734
2.623917,-0.1258,-2.2093,-1.3495,2.592
2.628355,0.0013,-2.1456,-1.2537,2.485
2.632476,0.1475,-2.0415,-1.2236,2.385
2.638200,0.2989,-1.9598,-1.2637,2.351
2.642119,0.4627,-1.8814,-1.3212,2.345
2.646869,0.6057,-1.7799,-1.4369,2.366
2.652038,0.7255,-1.6883,-1.5509,2.405
2.658466,0.8107,-1.6256,-1.7640,2.532
2.662023,0.9289,-1.5576,-1.9375,2.654
2.666899,1.0186,-1.4768,-2.1314,2.786
2.672731,1.1118,-1.3686,-2.2860,2.887
2.678443,1.1662,-1.2683,-2.4350,2.983
2.682241,1.2183,-1.1876,-2.5788,3.089
2.687783,1.2703,-1.1140,-2.7126,3.196
2.692130,1.3332,-1.0017,-2.8154,3.272
2.698409,1.3513,-0.9412,-2.8704,3.309
2.702036,1.3215,-0.8605,-2.9234,3.322
2.706852,1.2839,-0.7379,-2.9602,3.310
2.712299,1.2592,-0.6688,-3.0048,3.326
2.718544,1.2135,-0.6054,-3.0262,3.316
