time,gFx,gFy,gFz,TgF
7.30573E-4,-0.1627,0.4517,0.8257,0.955
0.00401323,-0.1581,0.4522,0.8147,0.945
0.011596146,-0.1539,0.4529,0.8047,0.936
0.011954167,-0.1498,0.4534,0.7969,0.929
0.012097657,-0.1459,0.4534,0.7908,0.923
0.012686667,-0.1424,0.4527,0.7864,0.918
0.015320469,-0.1397,0.4517,0.7837,0.915
0.017747032,-0.1373,0.4507,0.7818,0.913
0.020107657,-0.1356,0.4498,0.7810,0.911
0.024094584,-0.1341,0.4485,0.7808,0.910
0.025264167,-0.1326,0.4478,0.7808,0.910
0.028885,-0.1314,0.4478,0.7818,0.910
0.030323542,-0.1302,0.4480,0.7830,0.911
0.033334636,-0.1295,0.4483,0.7844,0.913
0.035431094,-0.1287,0.4485,0.7854,0.914
0.037614375,-0.1285,0.4485,0.7864,0.914
0.040731928,-0.1287,0.4485,0.7869,0.915
0.044221459,-0.1297,0.4485,0.7866,0.915
0.045141198,-0.1309,0.4483,0.7866,0.915
0.049676303,-0.1324,0.4480,0.7862,0.914
0.05029599,-0.1344,0.4478,0.7857,0.914
0.052827605,-0.1365,0.4478,0.7859,0.915
0.055778178,-0.1385,0.4478,0.7866,0.916
0.057765469,-0.1395,0.4478,0.7883,0.917
0.060150782,-0.1402,0.4478,0.7903,0.919
0.065490469,-0.1405,0.4476,0.7930,0.921
0.065754688,-0.1407,0.4473,0.7957,0.924
0.067946146,-0.1407,0.4471,0.7988,0.926
0.070344532,-0.1402,0.4466,0.8015,0.928
0.072782865,-0.1392,0.4461,0.8037,0.930
0.075344532,-0.1373,0.4454,0.8062,0.931
0.077647813,-0.1351,0.4446,0.8084,0.932
0.08042448,-0.1319,0.4436,0.8101,0.933
0.084415469,-0.1287,0.4424,0.8111,0.933
0.085502396,-0.1256,0.4405,0.8118,0.932
0.087679948,-0.1219,0.4383,0.8115,0.930
0.090333438,-0.1190,0.4366,0.8103,0.928
0.092912448,-0.1177,0.4366,0.8079,0.926
0.095254011,-0.1185,0.4378,0.8052,0.924
0.097734948,-0.1195,0.4388,0.8042,0.924
0.100416198,-0.1195,0.4385,0.8045,0.924
0.103994219,-0.1177,0.4375,0.8057,0.924
0.105686511,-0.1143,0.4356,0.8069,0.924
0.10800974,-0.1102,0.4331,0.8086,0.924
0.110210053,-0.1053,0.4307,0.8106,0.924
0.112826875,-0.1004,0.4285,0.8128,0.924
0.115817553,-0.0960,0.4263,0.8159,0.926
0.117983803,-0.0921,0.4246,0.8198,0.928
0.120339688,-0.0889,0.4231,0.8240,0.931
0.124221563,-0.0865,0.4219,0.8291,0.934
0.125374115,-0.0845,0.4209,0.8350,0.939
0.127980782,-0.0826,0.4202,0.8416,0.944
0.130488542,-0.0808,0.4199,0.8489,0.951
0.132931303,-0.0794,0.4197,0.8558,0.956
0.135105053,-0.0787,0.4194,0.8626,0.962
0.137672761,-0.0779,0.4192,0.8692,0.968
0.140324844,-0.0779,0.4190,0.8758,0.974
0.144129271,-0.0784,0.4192,0.8824,0.980
0.145365782,-0.0789,0.4190,0.8888,0.986
0.148554167,-0.0804,0.4192,0.8954,0.992
0.150543021,-0.0823,0.4197,0.9017,0.998
0.152825678,-0.0848,0.4202,0.9076,1.004
0.155413021,-0.0872,0.4209,0.9129,1.009
0.157803282,-0.0899,0.4214,0.9171,1.013
0.160586407,-0.0931,0.4212,0.9203,1.016
0.16410073,-0.0960,0.4212,0.9227,1.019
0.165302084,-0.0987,0.4212,0.9237,1.020
0.167673073,-0.1016,0.4204,0.9234,1.020
0.17022974,-0.1041,0.4185,0.9212,1.017
0.172994584,-0.1055,0.4155,0.9176,1.013
0.175690157,-0.1063,0.4109,0.9124,1.006
0.178119219,-0.1058,0.4031,0.9056,0.997
0.180573959,-0.1033,0.3933,0.8978,0.986
0.184627448,-0.1002,0.3853,0.8922,0.977
0.185437344,-0.0972,0.3806,0.8883,0.971
0.190964792,-0.0946,0.3804,0.8846,0.968
0.191178021,-0.0921,0.3833,0.8804,0.965
0.19316073,-0.0911,0.3892,0.8765,0.963
0.195436823,-0.0914,0.3972,0.8726,0.963
0.198266511,-0.0928,0.4065,0.8687,0.964
0.200810521,-0.0953,0.4153,0.8641,0.963
0.204551823,-0.0987,0.4224,0.8582,0.962
0.205949375,-0.1026,0.4268,0.8516,0.958
0.208312813,-0.1063,0.4277,0.8426,0.951
0.210642917,-0.1080,0.4273,0.8309,0.941
0.213431511,-0.1090,0.4282,0.8196,0.931
0.215954167,-0.1104,0.4307,0.8108,0.925
0.218021927,-0.1121,0.4336,0.8042,0.921
0.220746302,-0.1143,0.4375,0.8001,0.919
0.224685782,-0.1173,0.4407,0.7979,0.919
0.225534271,-0.1209,0.4436,0.7967,0.920
0.228094323,-0.1253,0.4456,0.7947,0.920
0.230877188,-0.1297,0.4466,0.7905,0.917
0.233675313,-0.1344,0.4466,0.7840,0.912
0.23564849,-0.1395,0.4446,0.7744,0.904
0.238523177,-0.1441,0.4407,0.7622,0.892
0.24089125,-0.1481,0.4353,0.7483,0.878
0.244855521,-0.1520,0.4310,0.7361,0.866
0.245596407,-0.1564,0.4295,0.7265,0.858
0.248380521,-0.1620,0.4300,0.7187,0.853
