time,gFx,gFy,gFz,TgF
9.51719E-4,-0.1869,0.5128,0.7796,0.952
0.001489636,-0.1876,0.5123,0.7781,0.950
0.00447073,-0.1886,0.5157,0.7783,0.953
0.008305886,-0.1888,0.5135,0.7776,0.951
0.009163542,-0.1888,0.5084,0.7776,0.948
0.01148448,-0.1861,0.5069,0.7783,0.947
0.014017188,-0.1847,0.5045,0.7808,0.948
0.016633698,-0.1820,0.5025,0.7825,0.948
0.018919688,-0.1774,0.5013,0.7857,0.949
0.021316198,-0.1776,0.4989,0.7893,0.950
0.024132292,-0.1781,0.4981,0.7940,0.954
0.026565677,-0.1798,0.4962,0.7998,0.958
0.028800886,-0.1830,0.4945,0.8042,0.962
0.031568073,-0.1859,0.4947,0.8064,0.964
0.034098542,-0.1888,0.4962,0.8118,0.970
0.036402709,-0.1927,0.4945,0.8155,0.973
0.03887099,-0.1957,0.4950,0.8184,0.976
0.041422084,-0.1962,0.4937,0.8172,0.975
0.043809167,-0.1964,0.4923,0.8150,0.972
0.046784219,-0.1964,0.4915,0.8118,0.969
0.04916474,-0.1935,0.4915,0.8084,0.966
0.051513698,-0.1920,0.4903,0.8059,0.963
0.054271719,-0.1908,0.4871,0.8079,0.962
0.056636459,-0.1905,0.4869,0.8111,0.965
0.059144219,-0.1908,0.4837,0.8142,0.966
0.061850938,-0.1932,0.4798,0.8150,0.965
0.064177552,-0.1964,0.4778,0.8135,0.964
0.066612448,-0.2047,0.4739,0.8084,0.959
0.068716563,-0.2128,0.4722,0.7962,0.950
0.071624688,-0.2177,0.4700,0.7805,0.937
0.074030365,-0.2262,0.4705,0.7646,0.926
0.076430469,-0.2340,0.4708,0.7483,0.914
0.079167709,-0.2414,0.4676,0.7339,0.903
0.081462813,-0.2477,0.4649,0.7209,0.893
0.083851146,-0.2497,0.4620,0.7109,0.884
0.086476563,-0.2526,0.4595,0.7004,0.875
0.089683959,-0.2560,0.4527,0.6892,0.863
0.091532604,-0.2572,0.4454,0.6765,0.850
0.094077084,-0.2567,0.4361,0.6650,0.836
0.096541875,-0.2558,0.4263,0.6498,0.818
0.099265,-0.2531,0.4187,0.6347,0.801
0.101503334,-0.2472,0.4165,0.6203,0.787
0.104137032,-0.2440,0.4126,0.6034,0.771
0.106726094,-0.2416,0.4104,0.5880,0.757
0.109211354,-0.2404,0.4094,0.5741,0.745
0.111522448,-0.2404,0.4067,0.5592,0.732
0.113930157,-0.2418,0.4019,0.5463,0.720
0.116470052,-0.2453,0.3999,0.5367,0.713
0.1188375,-0.2509,0.3948,0.5289,0.706
0.121517709,-0.2587,0.3840,0.5218,0.698
0.124174219,-0.2670,0.3716,0.5133,0.688
0.126521823,-0.2758,0.3559,0.5011,0.674
0.129364584,-0.2844,0.3364,0.4849,0.655
0.131893125,-0.2927,0.3129,0.4500,0.621
0.13394,-0.2924,0.2995,0.4065,0.583
0.13653599,-0.2827,0.3049,0.3877,0.568
0.139223646,-0.2668,0.3171,0.3950,0.573
0.14175224,-0.2499,0.3296,0.4133,0.585
0.143927136,-0.2343,0.3386,0.4397,0.602
0.146587604,-0.2194,0.3435,0.4666,0.620
0.148946823,-0.2143,0.3464,0.4945,0.641
0.151584584,-0.2204,0.3454,0.5164,0.659
0.154123594,-0.2348,0.3447,0.5330,0.677
0.156604479,-0.2585,0.3396,0.5458,0.693
0.158907604,-0.2868,0.3286,0.5494,0.701
0.161459532,-0.3169,0.3152,0.5529,0.711
0.164185417,-0.3469,0.2988,0.5519,0.717
0.166629479,-0.3777,0.2807,0.5489,0.723
0.169099063,-0.4072,0.2590,0.5463,0.729
0.171519063,-0.4322,0.2394,0.5416,0.733
0.174078438,-0.4576,0.2172,0.5355,0.737
0.176510938,-0.4869,0.1964,0.5279,0.745
0.180027813,-0.5191,0.1796,0.5240,0.759
0.181678073,-0.5323,0.1651,0.5223,0.764
0.184218542,-0.5382,0.1532,0.5184,0.763
0.1866125,-0.5387,0.1444,0.5120,0.757
0.189139115,-0.5374,0.1363,0.5037,0.749
0.191595052,-0.5387,0.1326,0.4925,0.742
0.194023959,-0.5391,0.1278,0.4793,0.733
0.197668854,-0.5446,0.1236,0.4632,0.726
0.199250729,-0.5507,0.1175,0.4422,0.716
0.20148474,-0.5568,0.1124,0.4224,0.708
0.204476511,-0.5619,0.1060,0.3992,0.697
0.20697849,-0.5839,0.1038,0.3474,0.687
0.209127969,-0.6005,0.1031,0.2975,0.678
0.211591719,-0.5895,0.0958,0.2758,0.658
0.214435209,-0.5704,0.0838,0.2612,0.633
0.216619948,-0.5467,0.0699,0.2477,0.604
0.218927136,-0.5245,0.0611,0.2321,0.577
0.221525261,-0.5123,0.0562,0.2165,0.559
0.224229115,-0.5064,0.0594,0.1993,0.547
0.226676459,-0.5074,0.0650,0.1822,0.543
0.229679688,-0.5111,0.0718,0.1603,0.540
0.231925782,-0.5138,0.0725,0.1285,0.535
0.233982032,-0.5169,0.0713,0.0899,0.530
0.236550104,-0.5194,0.0689,0.0469,0.526
0.239200417,-0.5247,0.0662,0.0020,0.529
0.241499219,-0.5308,0.0618,-0.0403,0.536
0.244142969,-0.5428,0.0555,-0.0777,0.551
0.247209479,-0.5614,0.0442,-0.1090,0.574
0.24905625,-0.5834,0.0303,-0.1378,0.600
0.251620313,-0.6056,0.0181,-0.1608,0.627
0.254369688,-0.6247,0.0017,-0.1813,0.650
0.256651927,-0.6442,-0.0122,-0.2011,0.675
0.259183281,-0.6574,-0.0256,-0.2206,0.694
0.261513594,-0.6694,-0.0389,-0.2367,0.711
0.264303386,-0.6809,-0.0513,-0.2489,0.727
0.266674479,-0.6928,-0.0601,-0.2599,0.742
0.268981511,-0.7033,-0.0689,-0.2604,0.753
0.271642969,-0.7065,-0.0845,-0.2133,0.743
0.274287656,-0.7192,-0.1011,-0.1190,0.736
0.276552813,-0.7500,-0.1168,0.0061,0.759
0.279427656,-0.7781,-0.1287,0.0916,0.794
0.281595469,-0.7827,-0.1449,0.0743,0.799
0.28401974,-0.7703,-0.1507,-0.0044,0.785
0.286881771,-0.7554,-0.1586,-0.0801,0.776
0.289395625,-0.7449,-0.1730,-0.1229,0.774
0.291645938,-0.7446,-0.1901,-0.1375,0.781
0.29402125,-0.7532,-0.2096,-0.1282,0.792
0.297257969,-0.7668,-0.2282,-0.1099,0.808
0.299392656,-0.7798,-0.2484,-0.0946,0.824
0.301653334,-0.7910,-0.2668,-0.0902,0.840
0.304456667,-0.7991,-0.2819,-0.0982,0.853
0.307035938,-0.8072,-0.2988,-0.1119,0.868
0.309141823,-0.8164,-0.3139,-0.1280,0.884
