time,gFx,gFy,gFz,TgF
0.001744635,-0.2301,0.3850,0.8140,0.929
0.002141093,-0.2291,0.3867,0.8130,0.929
0.002478645,-0.2289,0.3884,0.8135,0.930
0.006277864,-0.2291,0.3904,0.8155,0.933
0.007309427,-0.2304,0.3923,0.8189,0.937
0.00974625,-0.2321,0.3941,0.8235,0.942
0.012635937,-0.2348,0.3960,0.8291,0.948
0.014944114,-0.2370,0.3980,0.8355,0.955
0.017298958,-0.2392,0.3994,0.8421,0.962
0.019968958,-0.2414,0.4009,0.8484,0.969
0.022436041,-0.2428,0.4021,0.8541,0.975
0.025888541,-0.2443,0.4024,0.8587,0.979
0.027269583,-0.2450,0.4024,0.8633,0.984
0.02970427,-0.2458,0.4028,0.8672,0.987
0.032364375,-0.2458,0.4026,0.8704,0.990
0.034756458,-0.2453,0.4021,0.8726,0.992
0.038172916,-0.2448,0.4021,0.8741,0.993
0.039747552,-0.2438,0.4016,0.8746,0.993
0.042484739,-0.2423,0.4006,0.8743,0.992
0.046210416,-0.2406,0.3999,0.8733,0.990
0.0472225,-0.2384,0.3992,0.8719,0.988
0.049694375,-0.2360,0.3982,0.8697,0.985
0.052611822,-0.2331,0.3970,0.8672,0.982
0.054884583,-0.2301,0.3958,0.8641,0.978
0.057507239,-0.2265,0.3941,0.8604,0.973
0.059766822,-0.2223,0.3921,0.8567,0.968
0.062380208,-0.2179,0.3901,0.8531,0.963
0.068725416,-0.2135,0.3879,0.8494,0.958
0.068986406,-0.2091,0.3858,0.8462,0.953
0.069799583,-0.2047,0.3833,0.8436,0.949
0.072743437,-0.2011,0.3806,0.8411,0.945
0.074828541,-0.1991,0.3770,0.8389,0.941
0.077365937,-0.1979,0.3723,0.8372,0.937
0.079844062,-0.1984,0.3672,0.8360,0.934
0.082323697,-0.1993,0.3618,0.8348,0.931
0.086523385,-0.2003,0.3572,0.8338,0.929
0.087610312,-0.2011,0.3537,0.8336,0.928
0.089752708,-0.1998,0.3520,0.8338,0.927
0.092350677,-0.1974,0.3528,0.8350,0.928
0.094815937,-0.1942,0.3554,0.8365,0.929
0.097378906,-0.1901,0.3601,0.8379,0.932
0.100036822,-0.1859,0.3655,0.8404,0.935
0.102851354,-0.1820,0.3718,0.8426,0.939
0.106189479,-0.1793,0.3779,0.8443,0.942
0.107220468,-0.1778,0.3833,0.8458,0.945
