time,gFx,gFy,gFz,TgF
0.002905313,-0.1610,0.3735,0.8350,0.929
0.003297708,-0.1600,0.3738,0.8399,0.933
0.00362974,-0.1629,0.3731,0.8453,0.938
0.006368802,-0.1693,0.3753,0.8460,0.941
0.009160104,-0.1737,0.3750,0.8475,0.943
0.01116276,-0.1749,0.3767,0.8499,0.946
0.013479635,-0.1764,0.3804,0.8509,0.949
0.016022448,-0.1796,0.3814,0.8511,0.950
0.019949896,-0.1813,0.3853,0.8509,0.951
0.021013594,-0.1859,0.3897,0.8526,0.956
0.023625208,-0.1888,0.3931,0.8553,0.960
0.026261094,-0.1888,0.3975,0.8577,0.964
0.028961927,-0.1908,0.4014,0.8567,0.965
0.031021146,-0.1940,0.4046,0.8545,0.965
0.033701042,-0.1964,0.4065,0.8487,0.961
0.036032083,-0.1988,0.4070,0.8450,0.959
0.040545729,-0.2006,0.4085,0.8401,0.955
0.0410375,-0.2040,0.4063,0.8350,0.951
0.043681771,-0.2052,0.4053,0.8350,0.951
0.046219115,-0.2069,0.4077,0.8375,0.954
0.048794375,-0.2069,0.4085,0.8389,0.956
0.051045677,-0.2055,0.4077,0.8406,0.957
0.05346224,-0.2042,0.4065,0.8406,0.956
0.057632292,-0.2023,0.4036,0.8372,0.951
0.060460573,-0.2018,0.4016,0.8331,0.947
0.061035313,-0.2064,0.3948,0.8294,0.941
0.063508281,-0.2172,0.3777,0.8216,0.930
0.066250469,-0.2343,0.3537,0.8135,0.917
0.068763021,-0.2440,0.3374,0.8050,0.906
0.071047396,-0.2387,0.3318,0.7986,0.897
0.07361349,-0.2230,0.3357,0.7923,0.889
0.076410781,-0.2011,0.3452,0.7898,0.885
0.080032083,-0.1764,0.3576,0.7862,0.882
0.081447031,-0.1532,0.3708,0.7793,0.877
0.08389224,-0.1319,0.3848,0.7695,0.870
0.086372292,-0.1148,0.3958,0.7558,0.861
0.088648073,-0.0999,0.4053,0.7370,0.847
0.09121526,-0.0884,0.4153,0.7265,0.842
0.093587865,-0.0843,0.4238,0.7383,0.855
0.096138333,-0.0852,0.4287,0.7602,0.877
0.100070469,-0.0894,0.4251,0.7859,0.898
0.100988854,-0.0958,0.4212,0.8137,0.921
0.103555208,-0.1070,0.4155,0.8387,0.942
0.106414635,-0.1241,0.4072,0.8594,0.959
0.1087975,-0.1417,0.4006,0.8716,0.970
0.111328229,-0.1605,0.3972,0.8780,0.977
0.113528125,-0.1756,0.3933,0.8807,0.980
0.116181302,-0.1854,0.3877,0.8797,0.979
0.119926563,-0.1910,0.3858,0.8797,0.979
0.121027917,-0.1891,0.3814,0.8775,0.975
0.12365901,-0.1803,0.3740,0.8763,0.970
0.126113385,-0.1742,0.3708,0.8760,0.967
0.128633281,-0.1725,0.3689,0.8719,0.962
0.131432708,-0.1703,0.3686,0.8650,0.956
0.133640521,-0.1720,0.3672,0.8604,0.951
0.13604724,-0.1749,0.3647,0.8558,0.947
0.140044167,-0.1798,0.3652,0.8526,0.945
0.141178073,-0.1830,0.3689,0.8494,0.944
0.143690104,-0.1881,0.3701,0.8465,0.943
0.146126146,-0.1930,0.3711,0.8421,0.940
0.149489427,-0.1952,0.3698,0.8411,0.939
0.15117125,-0.1991,0.3716,0.8384,0.938
0.153551354,-0.2028,0.3703,0.8343,0.935
0.15625224,-0.2074,0.3681,0.8331,0.934
0.160173385,-0.2091,0.3667,0.8331,0.934
0.161000677,-0.2135,0.3667,0.8314,0.933
0.16365651,-0.2157,0.3633,0.8311,0.932
0.166251198,-0.2187,0.3628,0.8309,0.933
0.168919062,-0.2213,0.3657,0.8321,0.935
0.171144635,-0.2230,0.3696,0.8311,0.937
0.173610573,-0.2257,0.3703,0.8321,0.938
0.176158021,-0.2279,0.3684,0.8333,0.939
0.179958906,-0.2311,0.3674,0.8355,0.942
0.181111823,-0.2338,0.3674,0.8365,0.943
0.183639375,-0.2399,0.3659,0.8379,0.945
0.186130312,-0.2448,0.3630,0.8360,0.944
0.188875573,-0.2487,0.3606,0.8345,0.942
0.191299219,-0.2523,0.3567,0.8311,0.939
0.193561823,-0.2580,0.3554,0.8267,0.936
0.196167448,-0.2629,0.3525,0.8220,0.932
0.20007026,-0.2673,0.3523,0.8162,0.928
0.201169427,-0.2709,0.3491,0.8123,0.925
0.203624844,-0.2780,0.3469,0.8057,0.920
