time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.835901,0.1802,-0.0874,-3.5771,3.583
0.841225,-0.1145,-0.6027,-3.9870,4.034
0.846378,-0.5724,-1.1253,-4.3105,4.492
0.851055,-1.1892,-1.6436,-4.5335,4.967
0.856287,-1.9297,-2.1418,-4.6484,5.470
0.860842,-2.7031,-2.6026,-4.6429,5.970
0.865957,-3.4581,-3.0231,-4.5546,6.469
0.871654,-4.1081,-3.4096,-4.4690,6.962
0.875746,-4.5962,-3.8231,-4.3786,7.410
0.880916,-4.9070,-4.2885,-4.2684,7.790
0.886044,-5.0011,-4.7916,-4.1205,8.059
0.891056,-4.8836,-5.3183,-3.9483,8.229
0.895897,-4.5554,-5.8492,-3.7796,8.322
0.901083,-4.0757,-6.3620,-3.6783,8.403
0.905932,-3.5185,-6.8720,-3.6583,8.543
0.911171,-2.9535,-7.3315,-3.7172,8.735
0.916063,-2.4176,-7.7164,-3.8670,8.963
0.920946,-1.9563,-7.9990,-4.1062,9.202
0.926162,-1.6120,-8.1898,-4.3950,9.433
0.931292,-1.4265,-8.3016,-4.6695,9.631
0.935794,-1.4207,-8.3059,-4.8559,9.726
0.940895,-1.5406,-8.1088,-4.8895,9.593
0.946549,-1.7115,-7.7036,-4.7313,9.201
0.951592,-1.9159,-7.0855,-4.4144,8.565
0.955799,-2.2125,-6.3207,-3.9885,7.794
0.961751,-2.6276,-5.4620,-3.5035,7.001
0.966442,-3.1331,-4.5507,-3.0482,6.310
0.971240,-3.6899,-3.6021,-2.7125,5.827
0.976378,-4.2176,-2.6557,-2.5343,5.591
0.982304,-4.6151,-1.7214,-2.5070,5.527
0.986232,-4.8190,-0.7859,-2.5380,5.503
0.991399,-4.8374,0.1485,-2.5323,5.462
0.995853,-4.7436,1.0615,-2.3586,5.403
1.001054,-4.6383,1.9211,-1.8989,5.368
1.006572,-4.5378,2.7375,-1.0770,5.408
1.011199,-4.3918,3.5291,0.1054,5.635
1.015866,-4.1904,4.2535,1.5636,6.172
1.021324,-3.9295,4.8616,3.2011,7.023
1.027203,-3.6609,5.2919,4.9387,8.112
1.031290,-3.4295,5.5156,6.7238,9.348
1.036005,-3.1944,5.5661,8.5063,10.656
1.040939,-2.9171,5.4721,10.2070,11.943
1.046489,-2.5528,5.2345,11.7253,13.092
1.052898,-2.0684,4.9142,12.9724,14.025
1.055996,-1.4693,4.5764,13.8402,14.651
1.061076,-0.7630,4.2477,14.2369,14.877
1.066341,-0.0076,3.8737,14.1012,14.624
1.071534,0.7492,3.4396,13.4476,13.901
1.076066,1.4781,2.9717,12.3523,12.790
1.081648,2.1575,2.5191,10.9250,11.417
1.086243,2.7822,2.0898,9.2774,9.909
1.091422,3.3305,1.6908,7.5071,8.385
1.096234,3.8087,1.3215,5.6850,6.969
1.101187,4.1996,0.9925,3.8727,5.798
1.106069,4.4814,0.7138,2.1271,5.012
1.111763,4.6447,0.4902,0.4692,4.694
1.115993,4.6825,0.3169,-1.0702,4.814
1.121047,4.5793,0.2030,-2.4724,5.208
1.126579,4.3569,0.1434,-3.7259,5.735
1.131390,4.0603,0.1114,-4.8119,6.297
1.136162,3.7366,0.0874,-5.7235,6.836
1.141023,3.4324,0.0353,-6.4683,7.323
1.146173,3.1957,-0.0565,-7.0685,7.757
1.152146,3.0411,-0.1995,-7.5295,8.123
1.156201,2.9738,-0.4052,-7.8569,8.411
1.161006,2.9973,-0.6686,-8.0702,8.635
1.165917,3.1056,-0.9682,-8.1841,8.807
1.171608,3.2757,-1.2827,-8.2038,8.926
1.176105,3.4772,-1.6122,-8.1391,8.996
1.181034,3.6918,-1.9453,-8.0118,9.033
1.186691,3.9233,-2.2682,-7.8147,9.034
1.191342,4.1489,-2.5693,-7.5576,8.996
1.196078,4.3482,-2.8280,-7.2429,8.909
1.201736,4.4933,-3.0378,-6.9090,8.784
1.206753,4.5660,-3.1821,-6.5874,8.624
1.211325,4.5536,-3.2657,-6.3047,8.435
1.216090,4.4268,-3.3026,-6.0734,8.209
1.220948,4.1823,-3.2970,-5.8940,7.944
1.226851,3.8077,-3.2508,-5.7478,7.623
1.232170,3.3740,-3.1498,-5.5989,7.256
1.236089,3.0226,-2.9566,-5.4253,6.878
1.241158,2.8144,-2.6672,-5.1758,6.467
1.247137,2.7584,-2.3336,-4.8301,6.032
1.253753,2.8621,-2.0187,-4.4061,5.629
1.256038,3.1281,-1.7506,-3.9684,5.348
1.261675,3.5439,-1.4968,-3.5390,5.227
1.266338,4.1157,-1.1653,-3.0994,5.282
1.271562,4.7883,-0.7026,-2.6360,5.511
1.276506,5.4302,-0.0986,-2.1276,5.833
1.281067,5.9231,0.6540,-1.5555,6.159
1.286474,6.1998,1.5603,-0.9012,6.456
1.291644,6.1946,2.6053,-0.1028,6.721
1.296255,5.8766,3.7589,0.9497,7.040
1.301201,5.1925,4.9515,2.3123,7.538
1.306471,4.1701,6.0774,3.9527,8.364
1.311560,2.9682,7.0300,5.7878,9.578
1.316058,1.7749,7.7564,7.6984,11.071
1.321296,0.6912,8.2286,9.6195,12.678
1.326507,-0.2348,8.4356,11.4766,14.245
1.331465,-0.9722,8.3756,13.2118,15.673
1.336125,-1.5371,8.0704,14.7581,16.891
1.340827,-1.9530,7.5466,16.0318,17.827
1.346097,-2.2345,6.8812,16.9521,18.431
1.351524,-2.4267,6.1727,17.4600,18.677
1.356114,-2.5725,5.4617,17.5475,18.557
1.361185,-2.7149,4.7771,17.2328,18.088
1.366530,-2.8869,4.1160,16.5585,17.305
1.373626,-3.0693,3.5021,15.6003,16.281
1.375918,-3.2526,2.9308,14.3975,15.048
1.381139,-3.4352,2.4102,13.0075,13.668
1.386364,-3.6089,1.9199,11.5043,12.209
1.391420,-3.7882,1.4467,9.9638,10.757
1.396479,-3.9667,0.9553,8.4621,9.394
1.401146,-4.1443,0.4509,7.0514,8.192
1.406431,-4.3246,-0.0498,5.7625,7.205
1.411598,-4.4950,-0.5519,4.6118,6.464
1.416073,-4.6312,-1.0413,3.6040,5.960
1.421171,-4.7403,-1.5162,2.7245,5.674
1.426502,-4.8198,-1.9768,1.9612,5.566
1.431295,-4.8601,-2.4215,1.2949,5.582
1.436024,-4.8661,-2.8647,0.6967,5.690
1.441633,-4.8392,-3.3208,0.1256,5.870
1.446376,-4.7922,-3.8157,-0.4331,6.141
1.451812,-4.7467,-4.3441,-0.9917,6.510
1.456245,-4.6953,-4.8934,-1.5483,6.956
1.461179,-4.6304,-5.4559,-2.0937,7.456
1.466567,-4.5587,-6.0335,-2.6186,8.003
1.471577,-4.4816,-6.6209,-3.1186,8.582
1.476091,-4.3963,-7.2010,-3.5869,9.168
1.481240,-4.3066,-7.7833,-4.0211,9.762
1.486754,-4.2126,-8.3794,-4.4170,10.367
1.491453,-4.1097,-8.9555,-4.7580,10.942
1.496060,-3.9988,-9.4975,-5.0351,11.469
1.501543,-3.8879,-9.9891,-5.2458,11.934
1.506252,-3.7810,-10.4356,-5.3927,12.340
1.511442,-3.6739,-10.8114,-5.4969,12.673
1.517051,-3.5529,-11.1076,-5.5872,12.931
1.521154,-3.3989,-11.3147,-5.6899,13.113
1.526504,-3.2042,-11.4298,-5.8103,13.216
1.531592,-2.9898,-11.4597,-5.9439,13.251
1.536124,-2.8004,-11.3947,-6.0910,13.221
1.541820,-2.6327,-11.2297,-6.2520,13.120
1.546672,-2.4810,-10.9931,-6.4223,12.971
1.551531,-2.3435,-10.7155,-6.5784,12.790
1.556489,-2.1997,-10.3966,-6.7037,12.565
1.564191,-2.0268,-10.0199,-6.7598,12.256
1.567449,-1.8141,-9.5649,-6.6982,11.817
1.571442,-1.5795,-9.0355,-6.4748,11.228
1.577785,-1.3655,-8.4411,-6.0760,10.490
1.581330,-1.2078,-7.7710,-5.5538,9.628
1.586578,-1.1160,-7.0137,-4.9608,8.663
1.591700,-1.0901,-6.1518,-4.3623,7.620
1.596079,-1.1565,-5.2077,-3.7815,6.539
1.601390,-1.3302,-4.1985,-3.2133,5.452
1.606664,-1.6049,-3.1579,-2.6503,4.424
1.611466,-1.9466,-2.1081,-2.0637,3.534
1.616138,-2.2859,-1.0575,-1.4025,2.883
1.621478,-2.5806,-0.0250,-0.6413,2.659
1.626355,-2.8006,0.9313,0.2341,2.961
1.631308,-2.9231,1.7672,1.1953,3.619
1.636706,-2.9247,2.4555,2.1808,4.398
1.641167,-2.7950,2.9835,3.1077,5.135
1.646791,-2.5245,3.3634,3.8956,5.732
1.652236,-2.1120,3.6119,4.5288,6.166
1.656070,-1.5728,3.7452,5.0116,6.451
1.661213,-0.9648,3.7936,5.3411,6.622
1.666689,-0.3285,3.7654,5.5173,6.688
1.671953,0.3037,3.6644,5.5302,6.641
1.676217,0.9091,3.4996,5.3815,6.483
1.682121,1.4728,3.2824,5.0961,6.238
1.686444,2.0078,3.0103,4.6917,5.925
1.691841,2.5345,2.7000,4.1663,5.574
1.696853,3.0537,2.3710,3.5413,5.243
1.701265,3.5705,2.0429,2.8524,5.006
1.706465,4.0594,1.7115,2.1423,4.899
1.711749,4.4983,1.3863,1.4585,4.928
1.717032,4.8975,1.0699,0.8296,5.081
1.721254,5.2352,0.7645,0.2648,5.297
1.726696,5.5058,0.4562,-0.2271,5.529
1.732061,5.7248,0.1623,-0.6587,5.765
1.736230,5.9168,-0.0977,-1.0335,6.007
1.741773,6.0873,-0.3232,-1.3645,6.247
1.746507,6.2259,-0.5239,-1.6308,6.457
1.752548,6.3489,-0.7027,-1.8472,6.649
1.757665,6.4633,-0.8529,-2.0211,6.825
1.761249,6.5842,-0.9726,-2.1646,6.999
1.767023,6.7269,-1.0672,-2.2993,7.189
1.771779,6.9121,-1.1347,-2.4442,7.419
1.776432,7.1378,-1.1802,-2.6086,7.691
1.781849,7.4031,-1.2129,-2.8138,8.012
1.786612,7.6792,-1.2466,-3.0622,8.361
1.791647,7.9516,-1.2996,-3.3489,8.725
1.796244,8.2030,-1.3643,-3.6451,9.079
1.801675,8.4421,-1.4288,-3.9194,9.417
1.806835,8.6659,-1.4692,-4.1547,9.722
1.811615,8.8404,-1.4788,-4.3531,9.964
1.816686,8.9481,-1.4744,-4.5264,10.136
1.821264,8.9625,-1.4822,-4.6601,10.210
1.826603,8.8684,-1.5118,-4.7352,10.166
1.832096,8.6959,-1.5516,-4.7206,10.015
1.836209,8.4773,-1.5762,-4.5608,9.754
1.841468,8.2209,-1.5968,-4.2289,9.382
1.846599,7.9034,-1.6299,-3.7022,8.878
1.852500,7.5370,-1.6841,-3.0112,8.289
1.856729,7.1431,-1.7722,-2.2083,7.684
1.861716,6.7474,-1.8913,-1.3274,7.132
1.866680,6.3963,-1.9999,-0.4005,6.714
1.871628,6.1716,-1.9988,0.5716,6.512
1.876703,6.0762,-1.7991,1.5645,6.527
1.881394,6.0611,-1.3617,2.5148,6.702
1.886554,5.9842,-0.7395,3.3567,6.901
1.891842,5.6815,-0.0654,4.0087,6.954
1.896242,5.0790,0.5756,4.4478,6.776
1.901404,4.3144,1.2945,4.7512,6.547
1.907072,3.5513,2.2809,5.0887,6.611
1.911894,2.6663,3.4613,5.6862,7.171
1.916310,1.4410,4.5169,6.6834,8.194
1.921804,-0.0791,5.2274,7.9856,9.545
1.926925,-1.6087,5.6027,9.3646,11.031
1.931724,-2.9224,5.7090,10.6945,12.470
1.936904,-3.9508,5.5616,11.9286,13.742
1.941368,-4.6966,5.1706,13.0470,14.799
1.947189,-5.1720,4.5632,13.9889,15.597
1.954231,-5.4144,3.7961,14.6736,16.095
1.958924,-5.5150,2.9248,15.0440,16.288
1.961565,-5.5308,2.0025,15.0765,16.183
1.966940,-5.5140,1.0648,14.8007,15.830
1.971797,-5.4821,0.1665,14.2319,15.252
1.976547,-5.4198,-0.6396,13.3901,14.459
1.981625,-5.2965,-1.3370,12.3383,13.493
1.986610,-5.1195,-1.9234,11.1443,12.414
1.992117,-4.9062,-2.4060,9.8612,11.274
1.996862,-4.6549,-2.8139,8.5397,10.125
2.001639,-4.3743,-3.1706,7.2158,9.014
2.007006,-4.0738,-3.4877,5.9108,7.981
2.012076,-3.7739,-3.7934,4.6626,7.097
2.016695,-3.5034,-4.0945,3.4853,6.418
2.021458,-3.2800,-4.4049,2.4004,5.994
2.027388,-3.1167,-4.7196,1.4195,5.831
2.031836,-3.0079,-5.0383,0.5520,5.894
2.036532,-2.9271,-5.3512,-0.2237,6.104
2.042071,-2.8861,-5.6698,-0.9130,6.427
2.047666,-2.9139,-5.9985,-1.5044,6.836
2.054731,-3.0063,-6.3324,-2.0032,7.290
2.057035,-3.1501,-6.6598,-2.4147,7.753
2.061557,-3.3098,-6.9643,-2.7513,8.187
2.066990,-3.4621,-7.2343,-3.0257,8.572
2.072567,-3.5782,-7.4676,-3.2674,8.902
2.076656,-3.6482,-7.6495,-3.4964,9.168
2.081609,-3.6712,-7.7991,-3.7281,9.392
2.086950,-3.6410,-7.9299,-3.9826,9.592
2.091813,-3.5531,-8.0485,-4.2658,9.778
2.096421,-3.3928,-8.1513,-4.5858,9.949
2.101718,-3.1588,-8.2374,-4.9409,10.112
2.106931,-2.8588,-8.2942,-5.3287,10.265
2.111710,-2.4997,-8.3161,-5.7350,10.407
2.116613,-2.1117,-8.3217,-6.1689,10.572
2.121558,-1.7301,-8.3197,-6.6306,10.778
2.126607,-1.3828,-8.3300,-7.1110,11.039
2.132160,-1.0958,-8.3491,-7.5795,11.329
2.136383,-0.9008,-8.3546,-8.0007,11.603
2.141533,-0.8346,-8.3111,-8.3142,11.786
2.149314,-0.9225,-8.2031,-8.4643,11.823
2.152797,-1.2052,-8.0203,-8.4258,11.695
2.157303,-1.7217,-7.7743,-8.1783,11.414
2.161777,-2.4424,-7.4677,-7.7255,11.019
2.167301,-3.2982,-7.1029,-7.0662,10.548
2.172107,-4.1683,-6.6854,-6.2042,10.028
2.176924,-4.9251,-6.1912,-5.1676,9.449
2.181629,-5.4613,-5.6053,-4.0159,8.796
2.186907,-5.7277,-4.9402,-2.8424,8.080
2.192290,-5.7690,-4.2691,-1.7362,7.384
2.197183,-5.6582,-3.6374,-0.7992,6.774
2.201782,-5.4342,-3.0128,-0.1363,6.215
2.207435,-5.1769,-2.3289,0.2400,5.682
2.211923,-4.9761,-1.5131,0.3654,5.214
2.216618,-4.8768,-0.5345,0.3193,4.916
2.224024,-4.8714,0.5914,0.2059,4.912
2.226700,-4.9309,1.8263,0.1112,5.259
2.231964,-5.0043,3.1167,0.1245,5.897
2.236855,-5.0729,4.3874,0.2850,6.713
2.241711,-5.1763,5.5011,0.6003,7.577
2.249665,-5.3371,6.3259,1.0373,8.341
2.253599,-5.5210,6.8236,1.5720,8.917
2.257219,-5.6580,6.9983,2.2194,9.269
2.261732,-5.7020,6.8578,3.0145,9.414
2.267220,-5.6323,6.4358,3.9405,9.416
2.271988,-5.4132,5.7896,4.9280,9.333
2.276811,-5.0351,4.9797,5.8929,9.213
2.282277,-4.4949,4.0764,6.7434,9.072
2.287088,-3.8132,3.1626,7.3948,8.901
2.292101,-3.0270,2.2980,7.7906,8.668
2.297053,-2.1915,1.5092,7.8979,8.334
2.301815,-1.3498,0.8061,7.7244,7.883
2.307089,-0.5257,0.1986,7.3114,7.333
2.312560,0.2685,-0.3155,6.6998,6.713
2.316724,1.0135,-0.7477,5.9112,6.044
2.321953,1.7043,-1.1209,4.9717,5.374
2.327048,5.0644,-2.7293,-0.1967,5.756
2.332065,5.3616,-2.9116,-1.6005,6.308
2.336663,5.5768,-3.1078,-2.8300,6.983
2.342277,5.7044,-3.2497,-3.8365,7.604
2.349122,5.7618,-3.3554,-4.6480,8.128
2.357964,5.8323,-3.3977,-5.2325,8.540
2.358799,5.9745,-3.3592,-5.5965,8.849
2.361725,6.1493,-3.3328,-5.7652,9.064
2.366885,6.4160,-3.3399,-5.7467,9.238
2.372282,6.7438,-3.3615,-5.6275,9.405
2.376837,7.0734,-3.3645,-5.4053,9.517
2.381810,7.4540,-3.4097,-5.1059,9.657
2.387310,7.9231,-3.5819,-4.7549,9.910
2.392078,8.4550,-3.8821,-4.4347,10.306
2.396867,9.0035,-4.1942,-4.2302,10.796
2.402134,9.5377,-4.4739,-4.1947,11.339
2.407195,9.9257,-4.7128,-4.2121,11.767
2.412414,10.1719,-4.8688,-4.2719,12.059
2.417096,10.2952,-4.9692,-4.4356,12.262
2.421784,10.3194,-5.0500,-4.7240,12.422
2.426992,10.1679,-5.2135,-5.1923,12.551
2.432346,9.9306,-5.3319,-5.6807,12.622
2.437081,9.6112,-5.3469,-6.0823,12.568
2.441932,9.3305,-5.3652,-6.2855,12.464
2.448828,9.0126,-5.4392,-6.1069,12.170
2.452268,8.6860,-5.5765,-5.5348,11.712
2.458438,8.4602,-5.6687,-4.5759,11.165
2.462502,8.6018,-5.6314,-3.4425,10.842
2.467239,8.9473,-5.3938,-2.3400,10.706
2.472136,9.0630,-5.2149,-1.3635,10.545
2.477162,9.0048,-4.7312,-0.6230,10.191
2.481858,8.8019,-3.8846,-0.1880,9.623
2.488561,8.3252,-2.8603,-0.0142,8.803
2.492573,7.3366,-1.8052,-0.2732,7.560
2.496914,5.8117,-0.9268,-0.6908,5.926
2.501961,3.9581,-0.0521,-0.7948,4.037
2.507294,2.5654,1.5491,-0.2686,3.009
2.512337,2.1622,4.2235,1.1320,4.878
2.516815,2.1207,6.9997,3.5144,8.114
2.522319,1.4870,8.3343,6.6048,10.738
2.526921,0.4261,8.0710,9.6008,12.550
2.532281,-0.1663,7.0573,11.9919,13.915
2.537240,-0.0506,6.0767,13.8388,15.114
2.542532,0.2368,5.2416,15.6258,16.483
2.547321,0.2089,4.3694,17.4352,17.976
2.552479,-0.1054,3.4014,19.1678,19.468
2.556835,-0.4943,2.5634,20.7168,20.881
2.565154,-0.9526,1.8597,22.1962,22.294
2.567358,-1.5713,1.2905,23.5769,23.664
2.572246,-2.3907,0.7669,24.6532,24.781
2.576889,-3.1924,0.3844,25.2505,25.454
2.582457,-3.9202,0.1386,25.1606,25.464
2.587492,-4.4519,0.0199,24.2922,24.697
2.592323,-4.7506,-0.1419,22.7112,23.203
2.597233,-4.8316,-0.3570,20.4325,20.999
2.602162,-4.8270,-0.7016,17.7885,18.445
2.607039,-4.7639,-1.0435,15.1014,15.869
2.612542,-4.5350,-1.3708,12.4521,13.323
2.616887,-4.2770,-1.6336,9.8398,10.853
2.622097,-4.0399,-1.9114,7.4100,8.653
2.627603,-3.7569,-2.1928,5.1046,6.707
2.632424,-3.5408,-2.4171,2.9828,5.223
2.637118,-3.4304,-2.6435,1.0348,4.453
2.642410,-3.4431,-2.7590,-0.7301,4.472
2.647475,-3.5512,-2.9046,-2.2861,5.126
2.654403,-3.7943,-3.1253,-3.6670,6.133
2.661314,-4.1140,-3.4419,-4.9281,7.284
2.662199,-4.4630,-3.8702,-5.9962,8.417
2.667127,-4.7971,-4.3876,-6.8482,9.443
2.672849,-5.0949,-4.9527,-7.4734,10.312
2.677059,-5.4511,-5.5911,-7.9137,11.118
2.682149,-5.7808,-6.2021,-8.1390,11.753
2.687627,-5.9914,-6.8077,-8.2433,12.255
2.692398,-6.0732,-7.3821,-8.2798,12.647
2.697300,-5.9282,-7.9256,-8.3490,12.949
2.702823,-5.7321,-8.5127,-8.4654,13.304
2.707227,-5.5956,-9.0599,-8.6697,13.732
